TOWN,"STREET
NUMBER",STREET NAME,"INTERSECTING
STREET","DATE
CLASSIFIED","DATE
REPAIRED","LEAK
GRADE",Merged addresses,,unrepaired leaks at the start of the year,29
NEW BEDFORD,328,HAWTHORN,REED ST,06-Aug-2015,07-Aug-2015,2,328 HAWTHORN,,,
NEW BEDFORD,6,MAYWOOD,IRVINGTON ST,06-Aug-2015,25-Aug-2015,2,6 MAYWOOD,,,
WORCESTER,23,POMONA,COPPERFIELD RD,06-Aug-2015,19-Sep-2015,2,23 POMONA,,,
FRAMINGHAM,340,UNION,ARCH ST,07-Aug-2015,07-Aug-2015,1,340 UNION,,,
FRAMINGHAM,26,HILTON,SAUCIER ST,07-Aug-2015,07-Aug-2015,1,26 HILTON,,,
MARLBORO,10,HIGH,BOLTON ST,07-Aug-2015,07-Aug-2015,1,10 HIGH,,,
NEW BEDFORD,,HAWTHORN,REED ST,07-Aug-2015,07-Aug-2015,2,HAWTHORN,,,
NEW BEDFORD,374,ROCKDALE,,07-Aug-2015,07-Aug-2015,1,374 ROCKDALE,,,
CAMBRIDGE,160,HARVARD,WINDSOR ST,07-Aug-2015,03-Nov-2015,2,160 HARVARD,,,
DEDHAM,,EAST,BROOKDALE AVE,07-Aug-2015,04-Dec-2015,2,EAST,,,
DEDHAM,20,NAY,,10-Aug-2015,10-Aug-2015,2,20 NAY,,,
FRAMINGHAM,495,WINTER,,10-Aug-2015,10-Aug-2015,1,495 WINTER,,,
SHREWSBURY,41,ELM,,10-Aug-2015,10-Aug-2015,1,41 ELM,,,
SOUTHBORO,271,CORDAVILLE,RIVER ST,10-Aug-2015,10-Aug-2015,2,271 CORDAVILLE,,,
WORCESTER,20,PRUDENTIAL,BERGSTROM RD,10-Aug-2015,13-Aug-2015,2,20 PRUDENTIAL,,,
MARLBORO,,FARM,@ PHEASANT HILL RD,10-Aug-2015,13-Sep-2015,2,FARM,,,
WORCESTER,21,TIVERTON,RICH ST,10-Aug-2015,14-Sep-2015,2,21 TIVERTON,,,
WORCESTER,48,NELSON,NELSON PARK DR,10-Aug-2015,17-Sep-2015,2,48 NELSON,,,
HYDE PARK,45,MILTON,BEACON ST,10-Aug-2015,24-Oct-2015,2,45 MILTON,,,
FRAMINGHAM,60-62,ARSENAL,CORREGIDOR RD,10-Aug-2015,09-Nov-2015,2,60-62 ARSENAL,,,
SOMERVILLE,28,CENTRAL,SYCAMORE ST,10-Aug-2015,17-Nov-2015,2,28 CENTRAL,,,
DARTMOUTH,19,MEADOW,,10-Aug-2015,07-Dec-2015,3,19 MEADOW,,,
NEW BEDFORD,,CLEVELAND,@ 4 ELLEN ST,11-Aug-2015,11-Aug-2015,1,CLEVELAND,,,
WORCESTER,266,CHANDLER,ABBOTT ST,11-Aug-2015,11-Aug-2015,1,266 CHANDLER,,,
HUDSON,10,SUMMER,BROAD ST,11-Aug-2015,13-Aug-2015,2,10 SUMMER,,,
SOMERVILLE,11,MOSSLAND,,11-Aug-2015,03-Oct-2015,2,11 MOSSLAND,,,
SOMERVILLE,117,ELM,,11-Aug-2015,07-Nov-2015,2,117 ELM,,,
HUDSON,59,OLD BOLTON,,11-Aug-2015,09-Nov-2015,2,59 OLD BOLTON,,,
SOMERVILLE,47-49,PARKDALE,,11-Aug-2015,16-Dec-2015,2,47-49 PARKDALE,,,
FREETOWN,16,COUNTY,,12-Aug-2015,12-Aug-2015,1,16 COUNTY,,,
MARLBORO,84,BERGERON,,12-Aug-2015,12-Aug-2015,2,84 BERGERON,,,
MILFORD,31,FRUIT,,12-Aug-2015,12-Aug-2015,1,31 FRUIT,,,
SOUTHBORO,8,TURNPIKE,,12-Aug-2015,12-Aug-2015,2,8 TURNPIKE,,,
WORCESTER,131-133,PLANTATION,LAPIERRE ST,12-Aug-2015,12-Aug-2015,1,131-133 PLANTATION,,,
WORCESTER,76A,PARSONS HILL,,12-Aug-2015,12-Aug-2015,1,76A PARSONS HILL,,,
FRAMINGHAM,353,SINGLETARY,JODIE RD,12-Aug-2015,24-Nov-2015,2,353 SINGLETARY,,,
CAMBRIDGE,,LINNAEAN,@ GARDEN ST,13-Aug-2015,13-Aug-2015,2,LINNAEAN,,,
HOPKINTON,217,WOOD,,13-Aug-2015,13-Aug-2015,1,217 WOOD,,,
WORCESTER,31,AIRLIE,LEEDS ST,13-Aug-2015,13-Aug-2015,2,31 AIRLIE,,,
WORCESTER,151,MURRAY,PRESTON ST,13-Aug-2015,13-Aug-2015,1,151 MURRAY,,,
WORCESTER,375,FRANKLIN,,13-Aug-2015,13-Aug-2015,1,375 FRANKLIN,,,
CAMBRIDGE,19,HINGHAM,,13-Aug-2015,14-Aug-2015,2,19 HINGHAM,,,
HOPKINTON,25,SOUTH,,13-Aug-2015,18-Aug-2015,2,25 SOUTH,,,
WORCESTER,45,FLAGG,GASKILL RD,13-Aug-2015,15-Oct-2015,2,45 FLAGG,,,
CAMBRIDGE,34,HANCOCK,GREEN ST,14-Aug-2015,14-Aug-2015,1,34 HANCOCK,,,
MILLBURY,,THOMAS HILL,ALDRICH RD,14-Aug-2015,15-Aug-2015,2,THOMAS HILL,,,
NEW BEDFORD,86,BEDFORD,GREEN ST,14-Aug-2015,15-Aug-2015,2,86 BEDFORD,,,
FAIRHAVEN,,MILL,,14-Aug-2015,19-Aug-2015,2,MILL,,,
WORCESTER,634,GRAFTON,WARNER AVE,14-Aug-2015,15-Sep-2015,2,634 GRAFTON,,,
FRAMINGHAM,110,BROOK,,14-Aug-2015,23-Oct-2015,2,110 BROOK,,,
NEW BEDFORD,20,MACOMBER,,15-Aug-2015,15-Aug-2015,2,20 MACOMBER,,,
MAYNARD,,WALTHAM,@ GARFIELD ST,15-Aug-2015,19-Aug-2015,2,WALTHAM,,,
DEDHAM,380,CEDAR,KIMBALL ST,17-Aug-2015,17-Aug-2015,1,380 CEDAR,,,
FAIRHAVEN,133,LAUREL,,17-Aug-2015,17-Aug-2015,1,133 LAUREL,,,
GRAFTON,302,PROVIDENCE,SUMMERFIELD DR,17-Aug-2015,17-Aug-2015,1,302 PROVIDENCE,,,
HYDE PARK,81,SUMMER,,17-Aug-2015,17-Aug-2015,1,81 SUMMER,,,
NEW BEDFORD,311,COLLETTE,,17-Aug-2015,17-Aug-2015,2,311 COLLETTE,,,
WORCESTER,49,TAMPA,,17-Aug-2015,17-Aug-2015,1,49 TAMPA,,,
WORCESTER,143,HOLDEN,,17-Aug-2015,17-Aug-2015,1,143 HOLDEN,,,
WORCESTER,57,PARADOX,WRENTHAM RD,17-Aug-2015,11-Sep-2015,2,57 PARADOX,,,
WORCESTER,OPP 540,GROVE,FOREST ST,17-Aug-2015,20-Oct-2015,2,OPP 540 GROVE,,,
FRAMINGHAM,42,RANSOM,FOUNTAIN ST,17-Aug-2015,17-Nov-2015,2,42 RANSOM,,,
DARTMOUTH,217,ROCKLAND,,18-Aug-2015,18-Aug-2015,2,217 ROCKLAND,,,
WORCESTER,33,FLAGG,RITTENHOUSE RD,18-Aug-2015,11-Sep-2015,2,33 FLAGG,,,
SOMERVILLE,23-25,PARKDALE,WASHINGTON ST,18-Aug-2015,21-Nov-2015,2,23-25 PARKDALE,,,
GRAFTON,35,GRAFTON COMMON,SOUTH ST,18-Aug-2015,03-Dec-2015,2,35 GRAFTON COMMON,,,
CAMBRIDGE,374,BROADWAY,LEE ST,18-Aug-2015,09-Dec-2015,2,374 BROADWAY,,,
MARLBORO,7,NEIL,,19-Aug-2015,19-Aug-2015,1,7 NEIL,,,
NEW BEDFORD,106,WASHINGTON,,19-Aug-2015,20-Aug-2015,2,106 WASHINGTON,,,
NEEDHAM,104,BEAUFORT,ARDEN ST,19-Aug-2015,27-Aug-2015,2,104 BEAUFORT,,,
NATICK,1-2,FRANCES,SPPEN ST,19-Aug-2015,14-Sep-2015,2,1-2 FRANCES,,,
WEST BOYLSTON,5,BOWEN,,19-Aug-2015,29-Sep-2015,2,5 BOWEN,,,
SOMERVILLE,24,BOSTON,,19-Aug-2015,27-Oct-2015,2,24 BOSTON,,,
FRAMINGHAM,6,WELLINGTON,@ HERBERT ST,19-Aug-2015,20-Nov-2015,2,6 WELLINGTON,,,
NEEDHAM,51,MARKED TREE,,19-Aug-2015,30-Nov-2015,2,51 MARKED TREE,,,
FRAMINGHAM,38,TEMPLE,,20-Aug-2015,20-Aug-2015,1,38 TEMPLE,,,
WORCESTER,66,ELM,WEST ST,20-Aug-2015,20-Aug-2015,1,66 ELM,,,
NORTHBRIDGE,62-64,FLETCHER,,20-Aug-2015,31-Aug-2015,2,62-64 FLETCHER,,,
FRAMINGHAM,32,PARKER,,21-Aug-2015,21-Aug-2015,2,32 PARKER,,,
MILFORD,5,CAPE,,21-Aug-2015,21-Aug-2015,2,5 CAPE,,,
NEW BEDFORD,92,CARROLL,,21-Aug-2015,21-Aug-2015,2,92 CARROLL,,,
NEEDHAM,,GREAT PLAIN,,21-Aug-2015,26-Aug-2015,2,GREAT PLAIN,,,
NEEDHAM,,WEBSTER,,21-Aug-2015,02-Sep-2015,2,WEBSTER,,,
WORCESTER,,FARADAY,@ LANCASTER ST,21-Aug-2015,28-Sep-2015,2,FARADAY,,,
MARLBORO,75,NEIL,GARFIELD ST,21-Aug-2015,17-Oct-2015,2,75 NEIL,,,
MARLBORO,107,NEIL,VALLEY ST,21-Aug-2015,17-Oct-2015,2,107 NEIL,,,
SOMERVILLE,47-49,WOODS,,21-Aug-2015,17-Oct-2015,2,47-49 WOODS,,,
SOMERVILLE,24,PRINCETON,,21-Aug-2015,03-Nov-2015,2,24 PRINCETON,,,
SOMERVILLE,201,HOLLAND,,21-Aug-2015,07-Nov-2015,2,201 HOLLAND,,,
SOMERVILLE,,SOMERVILLE,,21-Aug-2015,23-Nov-2015,2,SOMERVILLE,,,
FRAMINGHAM,,WINTER,@ MAYHEW ST,21-Aug-2015,03-Dec-2015,2,WINTER,,,
WORCESTER,35,HOUSATONIC,,23-Aug-2015,23-Aug-2015,1,35 HOUSATONIC,,,
HUDSON,12,BEXLEY,,23-Aug-2015,01-Sep-2015,2,12 BEXLEY,,,
CAMBRIDGE,270,THIRD,ROGERS ST,24-Aug-2015,24-Aug-2015,1,270 THIRD,,,
MARLBORO,74,WASHINGTON,MCENELLY ST,24-Aug-2015,24-Aug-2015,1,74 WASHINGTON,,,
WORCESTER,41,HILLCROFT,KING PHILLIP RD,24-Aug-2015,24-Aug-2015,1,41 HILLCROFT,,,
HUDSON,10,LAUREL,GLEN RD,24-Aug-2015,25-Aug-2015,2,10 LAUREL,,,
HUDSON,4,FORT MEADOW,MARLBORO ST,24-Aug-2015,05-Oct-2015,2,4 FORT MEADOW,,,
CAMBRIDGE,95-97,HOWARD,KINNAIRD ST,24-Aug-2015,24-Nov-2015,2,95-97 HOWARD,,,
MILFORD,52,SILVER HILL,VILLAGE CIR,25-Aug-2015,25-Aug-2015,1,52 SILVER HILL,,,
MILFORD,335,MAIN,,25-Aug-2015,25-Aug-2015,1,335 MAIN,,,
NATICK,12,WHITTIER,WORCESTER ST,25-Aug-2015,25-Aug-2015,1,12 WHITTIER,,,
NEEDHAM,461,GROVE,,25-Aug-2015,25-Aug-2015,1,461 GROVE,,,
NEW BEDFORD,26,ADAMS,,25-Aug-2015,25-Aug-2015,2,26 ADAMS,,,
WORCESTER,21,GLENDALE,REBBOLI CT,25-Aug-2015,11-Sep-2015,2,21 GLENDALE,,,
NATICK,7,WHITTIER,BROWNING RD,25-Aug-2015,22-Sep-2015,2,7 WHITTIER,,,
NEW BEDFORD,403,WEST CLINTON,ROUNDS ST,25-Aug-2015,24-Sep-2015,2,403 WEST CLINTON,,,
WORCESTER,58,GLENDALE,CHICOPEE ST,25-Aug-2015,03-Oct-2015,2,58 GLENDALE,,,
CAMBRIDGE,,MAPLE,@ MARIE AVE,25-Aug-2015,24-Nov-2015,2,MAPLE,,,
HYDE PARK,1172,HYDE PARK,,25-Aug-2015,02-Dec-2015,2,1172 HYDE PARK,,,
FRAMINGHAM,33,MAIN,,26-Aug-2015,26-Aug-2015,1,33 MAIN,,,
HYDE PARK,28,CHITTICK,,26-Aug-2015,26-Aug-2015,1,28 CHITTICK,,,
MARLBORO,,FARM,@ HELEN DR,26-Aug-2015,26-Aug-2015,1,FARM,,,
NATICK,234,OAK,HICKORY RD,26-Aug-2015,26-Aug-2015,2,234 OAK,,,
NATICK,7,PLEASANT,,26-Aug-2015,26-Aug-2015,1,7 PLEASANT,,,
NORTHBRIDGE,11-13,FOREST,MAIN ST,26-Aug-2015,26-Aug-2015,2,11-13 FOREST,,,
DEDHAM,117,CEDAR,LINCOLN ST,26-Aug-2015,27-Aug-2015,2,117 CEDAR,,,
WORCESTER,OPP 335,PLANTATION,PLANTATION TER,26-Aug-2015,27-Aug-2015,2,OPP 335 PLANTATION,,,
NORTHBRIDGE,62,FLETCHER,ELM ST,26-Aug-2015,31-Aug-2015,2,62 FLETCHER,,,
GRAFTON,18,VINCENT,,26-Aug-2015,06-Oct-2015,2,18 VINCENT,,,
SHREWSBURY,252,BOSTON,,26-Aug-2015,06-Oct-2015,2,252 BOSTON,,,
SHREWSBURY,74-78,WASHINGTON,,26-Aug-2015,09-Oct-2015,2,74-78 WASHINGTON,,,
GRAFTON,1,LINCOLN,,26-Aug-2015,20-Oct-2015,2,1 LINCOLN,,,
MARLBORO,168,RIDGE,LODI RD,26-Aug-2015,20-Nov-2015,2,168 RIDGE,,,
FRAMINGHAM,7,MAIN,GRANITE ST,27-Aug-2015,27-Aug-2015,1,7 MAIN,,,
NATICK,8,LAKE,,27-Aug-2015,27-Aug-2015,1,8 LAKE,,,
NEEDHAM,35,OTIS,WOODLAWN AVE,27-Aug-2015,27-Aug-2015,1,35 OTIS,,,
NEW BEDFORD,324,PLEASANT,,27-Aug-2015,27-Aug-2015,2,324 PLEASANT,,,
WORCESTER,26,STEBBINS,,27-Aug-2015,27-Aug-2015,1,26 STEBBINS,,,
ASHLAND,50,LELAND,,27-Aug-2015,28-Aug-2015,1,50 LELAND,,,
SOMERVILLE,OPP 27,DANE,LELAND ST,27-Aug-2015,10-Nov-2015,2,OPP 27 DANE,,,
UPTON,57,WILLIAMS,DAIRY DR,27-Aug-2015,27-Nov-2015,2,57 WILLIAMS,,,
MAYNARD,33-35,TREMONT,WILDER ST,27-Aug-2015,07-Dec-2015,2,33-35 TREMONT,,,
HUDSON,23,LINDEN,,28-Aug-2015,28-Aug-2015,1,23 LINDEN,,,
HYDE PARK,43,WILLIAMS,FLORAL PL,28-Aug-2015,28-Aug-2015,1,43 WILLIAMS,,,
NEW BEDFORD,359,COGGESHALL,ASHLEY BLVD,28-Aug-2015,28-Aug-2015,1,359 COGGESHALL,,,
SHREWSBURY,757,BOSTON,,28-Aug-2015,28-Aug-2015,2,757 BOSTON,,,
MARLBORO,,FARM,@ PHEASANT HILL RD,28-Aug-2015,13-Sep-2015,2,FARM,,,
DEDHAM,24,NOBEL,SPRAGUE ST,28-Aug-2015,03-Oct-2015,2,24 NOBEL,,,
WORCESTER,48,CEDAR,,28-Aug-2015,20-Oct-2015,2,48 CEDAR,,,
NEW BEDFORD,18,PLYMOUTH,,28-Aug-2015,05-Nov-2015,2,18 PLYMOUTH,,,
FRAMINGHAM,,SURREY,@ DONCASTER DR,28-Aug-2015,17-Dec-2015,2,SURREY,,,
DARTMOUTH,341R,STATE,,29-Aug-2015,29-Aug-2015,1,341R STATE,,,
GRAFTON,10,SUNRISE,SPANISH RIVER RD,29-Aug-2015,29-Aug-2015,1,10 SUNRISE,,,
CAMBRIDGE,18-20,GOLD STAR,,31-Aug-2015,31-Aug-2015,1,18-20 GOLD STAR,,,
WORCESTER,100,HEYWOOD,,31-Aug-2015,31-Aug-2015,1,100 HEYWOOD,,,
MARLBORO,74,ESSEX,,31-Aug-2015,02-Sep-2015,2,74 ESSEX,,,
MILLBURY,14,ELMWOOD,W. MAIN ST,31-Aug-2015,13-Oct-2015,2,14 ELMWOOD,,,
WORCESTER,,BELMONT,@ CARVER ST        SCHOOL,31-Aug-2015,18-Nov-2015,2,BELMONT,,,
DEDHAM,225,EAST,,01-Sep-2015,01-Sep-2015,2,225 EAST,,,
FRAMINGHAM,3,MAPLE,,01-Sep-2015,01-Sep-2015,1,3 MAPLE,,,
FRAMINGHAM,35,SALEM END,,01-Sep-2015,01-Sep-2015,1,35 SALEM END,,,
FRAMINGHAM,38B,SECOND,,01-Sep-2015,01-Sep-2015,1,38B SECOND,,,
HOLLISTON,16,TIMBER LEDGE,,01-Sep-2015,01-Sep-2015,1,16 TIMBER LEDGE,,,
HOLLISTON,16,TIMBER LEDGE,,01-Sep-2015,01-Sep-2015,2,16 TIMBER LEDGE,,,
NEW BEDFORD,60,EUGENIA,,01-Sep-2015,01-Sep-2015,2,60 EUGENIA,,,
SHREWSBURY,105,BUMBLE BEE,,01-Sep-2015,01-Sep-2015,2,105 BUMBLE BEE,,,
WORCESTER,,BELMONT,@ CARVER ST,01-Sep-2015,01-Sep-2015,1,BELMONT,,,
WORCESTER,10,NEW BOND,W. BOYLSTON ST,01-Sep-2015,01-Sep-2015,1,10 NEW BOND,,,
CAMBRIDGE,19-21,GOLD STAR ROAD,,01-Sep-2015,02-Sep-2015,2,19-21 GOLD STAR ROAD,,,
WORCESTER,120,LOVELL,MAYWOOD ST,01-Sep-2015,02-Sep-2015,1,120 LOVELL,,,
WORCESTER,2B,KNOX,WEBSTER ST,01-Sep-2015,12-Sep-2015,2,2B KNOX,,,
UPTON,,RUSSEL,@ MAIN ST,01-Sep-2015,30-Nov-2015,2,RUSSEL,,,
UPTON,148,MAIN,GLEN AVE,01-Sep-2015,30-Nov-2015,2,148 MAIN,,,
NEW BEDFORD,835,BROCK,DAVID ST,02-Sep-2015,02-Sep-2015,1,835 BROCK,,,
NEW BEDFORD,208,HUDSON,,02-Sep-2015,02-Sep-2015,2,208 HUDSON,,,
WORCESTER,173,EASTERN,VINSON ST,02-Sep-2015,02-Sep-2015,1,173 EASTERN,,,
WORCESTER,,DOWNING,@ 934 MAIN ST,02-Sep-2015,21-Sep-2015,2,DOWNING,,,
UPTON,13,WHITNEY,,02-Sep-2015,29-Sep-2015,2,13 WHITNEY,,,
WORCESTER,609,CHANDLER,ATWATER ST,02-Sep-2015,09-Dec-2015,2,609 CHANDLER,,,
CAMBRIDGE,2218,MASSACHUSETTS,ARLINGTON ST,02-Sep-2015,10-Dec-2015,2,2218 MASSACHUSETTS,,,
SOMERVILLE,333,WEBSTER,ELM ST,02-Sep-2015,30-Dec-2015,2,333 WEBSTER,,,
NEW BEDFORD,56-58,ARLINGTON,,03-Sep-2015,03-Sep-2015,2,56-58 ARLINGTON,,,
WORCESTER,,AUTUMN,@ WAYNE ST,03-Sep-2015,03-Sep-2015,1,AUTUMN,,,
WORCESTER,388,FRANKLIN,,03-Sep-2015,03-Sep-2015,1,388 FRANKLIN,,,
WORCESTER,375,FRANKLIN,NORFOLK ST,03-Sep-2015,25-Sep-2015,2,375 FRANKLIN,,,
SOMERVILLE,,BROADWAY,NEWBURY ST,03-Sep-2015,24-Oct-2015,2,BROADWAY,,,
WORCESTER,638,CHANDLER,MILL ST,03-Sep-2015,28-Oct-2015,2,638 CHANDLER,,,
FRAMINGHAM,520,CONCORD,HARTFORD ST,03-Sep-2015,31-Oct-2015,2,520 CONCORD,,,
FRAMINGHAM,673,CONCORD,CORREGIDOR RD,03-Sep-2015,19-Nov-2015,2,673 CONCORD,,,
WORCESTER,,PARK,@ SALISBURY ST,03-Sep-2015,21-Nov-2015,2,PARK,,,
FRAMINGHAM,725,CONCORD,ABERDEEN RD,03-Sep-2015,30-Nov-2015,2,725 CONCORD,,,
UPTON,40,PLEASANT,MENDON ST,03-Sep-2015,01-Dec-2015,2,40 PLEASANT,,,
FRAMINGHAM,579,CONCORD,BELVIDERE AVE,03-Sep-2015,05-Dec-2015,2,579 CONCORD,,,
FRAMINGHAM,615,CONCORD,GORMAN RD,03-Sep-2015,23-Dec-2015,2,615 CONCORD,,,
CAMBRIDGE,45,HAYES,HOWARD ST,04-Sep-2015,04-Sep-2015,1,45 HAYES,,,
CAMBRIDGE,41,PLEASANT,RIVER ST,04-Sep-2015,04-Sep-2015,1,41 PLEASANT,,,
CAMBRIDGE,236,WALDEN,SHERMAN ST,04-Sep-2015,04-Sep-2015,1,236 WALDEN,,,
FRAMINGHAM,97,WINTER,,04-Sep-2015,04-Sep-2015,1,97 WINTER,,,
MARLBORO,633,BRIGHAM,,04-Sep-2015,04-Sep-2015,1,633 BRIGHAM,,,
CAMBRIDGE,,WRIGHT,@ HUDSON ST,04-Sep-2015,09-Sep-2015,2,WRIGHT,,,
WORCESTER,4,BERKMANS,BROWNELL ST,04-Sep-2015,11-Sep-2015,2,4 BERKMANS,,,
UPTON,12,BRETON,,04-Sep-2015,22-Sep-2015,2,12 BRETON,,,
WORCESTER,7,NEW YORK,,05-Sep-2015,05-Sep-2015,1,7 NEW YORK,,,
CAMBRIDGE,223,BROADWAY,CLARKE ST,05-Sep-2015,07-Dec-2015,2,223 BROADWAY,,,
CAMBRIDGE,,FRESH POND,@ MEADOW WAY,05-Sep-2015,28-Dec-2015,2,FRESH POND,,,
NEW BEDFORD,184,ROCKLAND,,06-Sep-2015,06-Sep-2015,1,184 ROCKLAND,,,
DEDHAM,356,BRIDGE,,08-Sep-2015,08-Sep-2015,1,356 BRIDGE,,,
FAIRHAVEN,8,HIGHLAND,,08-Sep-2015,08-Sep-2015,2,8 HIGHLAND,,,
FRAMINGHAM,3,HARRISON,,08-Sep-2015,08-Sep-2015,2,3 HARRISON,,,
NEEDHAM,74,EMERSON,,08-Sep-2015,10-Sep-2015,2,74 EMERSON,,,
WORCESTER,551,PLEASANT,NORMAN AVE,08-Sep-2015,16-Sep-2015,2,551 PLEASANT,,,
CARVER,13,LILLIAN,,09-Sep-2015,09-Sep-2015,2,13 LILLIAN,,,
HUDSON,24,ONEIL,,09-Sep-2015,09-Sep-2015,1,24 ONEIL,,,
NEW BEDFORD,683,CHURCH,,09-Sep-2015,09-Sep-2015,1,683 CHURCH,,,
WORCESTER,35,STANTON,,09-Sep-2015,09-Sep-2015,1,35 STANTON,,,
NEEDHAM,,GREAT PLAIN,@ WEBSTER ST,09-Sep-2015,11-Sep-2015,2,GREAT PLAIN,,,
WORCESTER,555,PLEASANT,NORMAN AVE,09-Sep-2015,16-Sep-2015,2,555 PLEASANT,,,
NORTHBRIDGE,1,ELM,,09-Sep-2015,26-Oct-2015,2,1 ELM,,,
FRAMINGHAM,209,COCHITUATE,@ WALSH ST,09-Sep-2015,14-Dec-2015,2,209 COCHITUATE,,,
CAMBRIDGE,8,CYPRESS,WALDEN ST,10-Sep-2015,10-Sep-2015,1,8 CYPRESS,,,
FRAMINGHAM,107,ARLINGTON,,10-Sep-2015,10-Sep-2015,1,107 ARLINGTON,,,
NORTHBORO,66,COOLIDGE,,10-Sep-2015,10-Sep-2015,2,66 COOLIDGE,,,
WORCESTER,8,WABASH,,10-Sep-2015,10-Sep-2015,1,8 WABASH,,,
WORCESTER,35,VALLEY HILL,VALLEY HILL LN,10-Sep-2015,03-Oct-2015,2,35 VALLEY HILL,,,
HOPKINTON,136,HAYDEN ROWE,,10-Sep-2015,22-Oct-2015,2,136 HAYDEN ROWE,,,
HOPKINTON,,ROBBERN,,10-Sep-2015,22-Oct-2015,2,ROBBERN,,,
FRAMINGHAM,6,HILLSIDE,,11-Sep-2015,11-Sep-2015,1,6 HILLSIDE,,,
WORCESTER,170,PRESCOTT,,11-Sep-2015,11-Sep-2015,1,170 PRESCOTT,,,
WORCESTER,643,LINCOLN,,11-Sep-2015,12-Sep-2015,1,643 LINCOLN,,,
WESTWOOD,71,STRAFFORD,,11-Sep-2015,15-Sep-2015,2,71 STRAFFORD,,,
NEW BEDFORD,138,STATE,,11-Sep-2015,06-Oct-2015,2,138 STATE,,,
NORTHBRIDGE,,ARCADE,,11-Sep-2015,24-Oct-2015,2,ARCADE,,,
NEW BEDFORD,50,VALENTINE,,12-Sep-2015,12-Sep-2015,1,50 VALENTINE,,,
HOLLISTON,1212,WASHINGTON,,12-Sep-2015,14-Sep-2015,2,1212 WASHINGTON,,,
MAYNARD,50,BUTLER,,12-Sep-2015,21-Nov-2015,2,50 BUTLER,,,
WORCESTER,,PLANTATION,@ DIVISION ST,13-Sep-2015,13-Sep-2015,1,PLANTATION,,,
CAMBRIDGE,,HURON,CONCORD AVE,14-Sep-2015,14-Sep-2015,1,HURON,,,
NEW BEDFORD,363,CEDAR,@ WILLOW ST,14-Sep-2015,14-Sep-2015,2,363 CEDAR,,,
DARTMOUTH,,MILTON,HOLLAND ST,15-Sep-2015,15-Sep-2015,2,MILTON,,,
NEW BEDFORD,275,BATES,ASHLEY BLVD,15-Sep-2015,15-Sep-2015,1,275 BATES,,,
SOMERVILLE,,SCHOOL,@ MONTROSE ST,15-Sep-2015,15-Sep-2015,1,SCHOOL,,,
WORCESTER,138,ENDICOTT,VERNON ST,15-Sep-2015,15-Sep-2015,1,138 ENDICOTT,,,
WORCESTER,19,WESTMORLAND,WEDGEWOOD RD,15-Sep-2015,26-Sep-2015,2,19 WESTMORLAND,,,
SOMERVILLE,,NORTH,@ GORDON ST,15-Sep-2015,14-Nov-2015,2,NORTH,,,
NATICK,3,FRANCES,,16-Sep-2015,16-Sep-2015,1,3 FRANCES,,,
NEW BEDFORD,,WILLOW,@ CEDAR ST,16-Sep-2015,16-Sep-2015,2,WILLOW,,,
SHERBORN,180,WESTERN,PLEASANT ST,16-Sep-2015,16-Sep-2015,1,180 WESTERN,,,
WORCESTER,634,GRAFTON,WARNER AVE,16-Sep-2015,16-Sep-2015,1,634 GRAFTON,,,
HYDE PARK,46,LODGEHILL,,16-Sep-2015,17-Sep-2015,2,46 LODGEHILL,,,
NEEDHAM,115,WILSHIRE,,16-Sep-2015,18-Sep-2015,2,115 WILSHIRE,,,
HYDE PARK,141,HOLLINGSWORTH,,16-Sep-2015,03-Oct-2015,2,141 HOLLINGSWORTH,,,
WORCESTER,17,WEDGEWOOD,TARRYTOWN LN,16-Sep-2015,03-Oct-2015,2,17 WEDGEWOOD,,,
FRAMINGHAM,6,WOODWARD,HASTINGS ST,16-Sep-2015,17-Oct-2015,2,6 WOODWARD,,,
FRAMINGHAM,9,WOODWARD,HASTINGS ST,16-Sep-2015,17-Oct-2015,2,9 WOODWARD,,,
SHERBORN,48,PAGE FARM,,16-Sep-2015,04-Nov-2015,2,48 PAGE FARM,,,
SOMERVILLE,,LINWOOD,POPLAR ST,16-Sep-2015,25-Nov-2015,2,LINWOOD,,,
WORCESTER,3,EDWIDGE,PLEASANT ST,17-Sep-2015,17-Sep-2015,1,3 EDWIDGE,,,
WORCESTER,,MERRICK,PLEASANT ST,17-Sep-2015,17-Sep-2015,1,MERRICK,,,
WORCESTER,285,LAKE,,17-Sep-2015,17-Sep-2015,1,285 LAKE,,,
NEW BEDFORD,,COUNTY,@ COVE RD,17-Sep-2015,18-Sep-2015,2,COUNTY,,,
DEDHAM,67,MOUNT HOPE,COBB LN,17-Sep-2015,21-Sep-2015,2,67 MOUNT HOPE,,,
FRAMINGHAM,79,BEACON,COCHITUATE RD,17-Sep-2015,07-Oct-2015,2,79 BEACON,,,
FRAMINGHAM,147,BEACON,CAVANAUGH  RD,17-Sep-2015,17-Oct-2015,2,147 BEACON,,,
FRAMINGHAM,165,BEACON,MORSE RD,17-Sep-2015,17-Oct-2015,2,165 BEACON,,,
CAMBRIDGE,255,GARDEN,FIELD ST,17-Sep-2015,20-Oct-2015,2,255 GARDEN,,,
WORCESTER,10,CUTTING,GRANVILLE AVE,17-Sep-2015,20-Oct-2015,2,10 CUTTING,,,
