TOWN,ADDRESS,INTERSECTING STREET,DATE CLASSIFIED,LEAK GRADE,unrepaired leaks at the start of the year,2629
SOMERVILLE,714 BROADWAY,,19-Aug-2014,3,,
WORCESTER,188 AUSTIN,,19-Aug-2014,3,,
WORCESTER,5 AUTUMN,,19-Aug-2014,3,,
WORCESTER,51 BARNARD,,19-Aug-2014,3,,
WORCESTER,11 BAY-STATE,,19-Aug-2014,3,,
WORCESTER,47 BAY-STATE,,19-Aug-2014,3,,
WORCESTER,206 BEACONSFIELD,,19-Aug-2014,3,,
WORCESTER,56 BEACONSFIELD,,19-Aug-2014,3,,
WORCESTER,OPP 60 BEECHING,,19-Aug-2014,3,,
ACUSHNET,148 LAWSON,,20-Aug-2014,3,,
ACUSHNET,11 MIDDLE,,20-Aug-2014,3,,
ACUSHNET,MIDDLE,,20-Aug-2014,3,,
ACUSHNET,MIDDLE,,20-Aug-2014,3,,
CAMBRIDGE,161 GARDEN,,20-Aug-2014,3,,
DEDHAM,3 LIBERTY,,20-Aug-2014,3,,
FAIRHAVEN,TREASURE-BAY,,20-Aug-2014,3,,
HUDSON,11 COLLINS,,20-Aug-2014,3,,
HUDSON,8 COLLINS,,20-Aug-2014,3,,
HYDE PARK,27 FARRAR,,20-Aug-2014,3,,
HYDE PARK,29 MAGEE,,20-Aug-2014,3,,
HYDE PARK,84 TACOMA,,20-Aug-2014,3,,
SOMERVILLE,90 CLARENDON,,20-Aug-2014,3,,
SOMERVILLE,20 HALL,,20-Aug-2014,3,,
WORCESTER,TUNIS,,20-Aug-2014,3,,
WORCESTER,28 VOLKMAR,,20-Aug-2014,3,,
WORCESTER,W-BOYLSTON,,20-Aug-2014,3,,
CAMBRIDGE,63 FRESH-POND,,21-Aug-2014,3,,
DARTMOUTH,32 BUSH,,21-Aug-2014,3,,
DARTMOUTH,BUSH,@ THATCHER STREET,21-Aug-2014,3,,
DARTMOUTH,BUSH,@ COOKIE WAY,21-Aug-2014,3,,
DEDHAM,1145 EAST,,21-Aug-2014,3,,
FAIRHAVEN,19 GILBERT,,21-Aug-2014,3,,
FAIRHAVEN,65 RAYMOND,,21-Aug-2014,3,,
FAIRHAVEN,RAYMOND,@ SCONTICUT NECK ROAD,21-Aug-2014,3,,
FAIRHAVEN,SCONTICUT-NECK,,21-Aug-2014,3,,
HUDSON,31 KENT,,21-Aug-2014,3,,
HUDSON,35 KENT,,21-Aug-2014,3,,
HUDSON,5 KENT,,21-Aug-2014,3,,
NATICK,2 JEFFERSON,,21-Aug-2014,3,,
NEEDHAM,157 BEAUFORT,,21-Aug-2014,3,,
NEEDHAM,165 BEAUFORT,,21-Aug-2014,3,,
SOMERVILLE,BOSTON,,21-Aug-2014,3,,
SOMERVILLE,NORTH,,21-Aug-2014,3,,
WORCESTER,35 STANDISH,,21-Aug-2014,3,,
WORCESTER,11 TATTAN-FARM,,21-Aug-2014,3,,
WORCESTER,7 VENDORA,,21-Aug-2014,3,,
WORCESTER,4 ZENITH,,21-Aug-2014,3,,
ACUSHNET,32 CLIFFORD,,22-Aug-2014,3,,
ACUSHNET,CONDUIT,,22-Aug-2014,3,,
ACUSHNET,42 LAURA-KEENE,,22-Aug-2014,3,,
ACUSHNET,134 LAWSON,,22-Aug-2014,3,,
DEDHAM,24 FAIR-OAK,,22-Aug-2014,3,,
HOPKINTON,MECHANIC,,22-Aug-2014,3,,
HOPKINTON,5 SPRING,,22-Aug-2014,3,,
HOPKINTON,26 TREVOR,,22-Aug-2014,3,,
HUDSON,30 EATON,,22-Aug-2014,3,,
HUDSON,40 EATON,,22-Aug-2014,3,,
HUDSON,44 EATON,,22-Aug-2014,3,,
HUDSON,26 STRATTON,,22-Aug-2014,3,,
SOMERVILLE,79 FAIRFAX,,22-Aug-2014,3,,
DARTMOUTH,26 BRIDGE,,25-Aug-2014,3,,
DARTMOUTH,20 SCHOOL,,25-Aug-2014,3,,
DARTMOUTH,SCHOOL,@ HIGH STREET,25-Aug-2014,3,,
FAIRHAVEN,24 HOLIDAY,,25-Aug-2014,3,,
FAIRHAVEN,14 SEAVIEW,,25-Aug-2014,3,,
FAIRHAVEN,15 SEAVIEW,,25-Aug-2014,3,,
FAIRHAVEN,23 SEAVIEW,,25-Aug-2014,3,,
FAIRHAVEN,34 SEAVIEW,,25-Aug-2014,3,,
FAIRHAVEN,38 SEAVIEW,,25-Aug-2014,3,,
HUDSON,205 WASHINGTON,,25-Aug-2014,3,,
HUDSON,213 WASHINGTON,,25-Aug-2014,3,,
HUDSON,234 WASHINGTON,,25-Aug-2014,3,,
HUDSON,281 WASHINGTON,,25-Aug-2014,3,,
MATTAPAN,121 HOLLINGSWORTH,,25-Aug-2014,3,,
NEW BEDFORD,4586 ACUSHNET,,25-Aug-2014,3,,
WORCESTER,49 GREEN-HILL,,25-Aug-2014,3,,
WORCESTER,TACOMA,,25-Aug-2014,3,,
CAMBRIDGE,12 VINCENT,,26-Aug-2014,3,,
DARTMOUTH,1 DALLAS,,26-Aug-2014,3,,
DEDHAM,119 GREENSBORO,,26-Aug-2014,3,,
FAIRHAVEN,22 BRIERCLIFF,,26-Aug-2014,3,,
FAIRHAVEN,49 BRIERCLIFF,,26-Aug-2014,3,,
FAIRHAVEN,60 GROVE,,26-Aug-2014,3,,
HUDSON,17 BLAINE,,26-Aug-2014,3,,
HUDSON,2 COOLIDGE,,26-Aug-2014,3,,
HUDSON,69 FLORENCE,,26-Aug-2014,3,,
HUDSON,PACKARD,,26-Aug-2014,3,,
MATTAPOISETT,37-39 WATER,,26-Aug-2014,3,,
MATTAPOISETT,40 WATER,,26-Aug-2014,3,,
NEW BEDFORD,3650 ACUSHNET,,26-Aug-2014,3,,
NEW BEDFORD,3678 ACUSHNET,,26-Aug-2014,3,,
NEW BEDFORD,3762 ACUSHNET,,26-Aug-2014,3,,
NEW BEDFORD,3770 ACUSHNET,,26-Aug-2014,3,,
WORCESTER,4 BECKMAN,,26-Aug-2014,3,,
WORCESTER,101 BEECHING,,26-Aug-2014,3,,
WORCESTER,97 BEECHING,,26-Aug-2014,3,,
WORCESTER,99 BEECHING,,26-Aug-2014,3,,
WORCESTER,BEECHMONT,,26-Aug-2014,3,,
WORCESTER,28 BELLINGHAM,,26-Aug-2014,3,,
WORCESTER,8 BENEDICT,,26-Aug-2014,3,,
WORCESTER,9 BENEDICT,,26-Aug-2014,3,,
WORCESTER,233 BEVERLY,,26-Aug-2014,3,,
WORCESTER,70 BEVERLY,,26-Aug-2014,3,,
WORCESTER,133-135 UNCATENA,,26-Aug-2014,3,,
WORCESTER,3 UNCATENA,,26-Aug-2014,3,,
WORCESTER,51 UNCATENA,,26-Aug-2014,3,,
CAMBRIDGE,35 BUENA-VISTA,,27-Aug-2014,3,,
DARTMOUTH,7 AKIN,,27-Aug-2014,3,,
DARTMOUTH,AKIN,@ PROSPECT STREET,27-Aug-2014,3,,
DARTMOUTH,28 BREWSTER,,27-Aug-2014,3,,
DARTMOUTH,11 MIDDLE,,27-Aug-2014,3,,
DARTMOUTH,33 MIDDLE,,27-Aug-2014,3,,
DARTMOUTH,38 MIDDLE,,27-Aug-2014,3,,
DARTMOUTH,20 STILLMAN,,27-Aug-2014,3,,
DEDHAM,39 HAZELNUT,,27-Aug-2014,3,,
DEDHAM,34 MANNING,,27-Aug-2014,3,,
DEDHAM,40 MARLBORO,,27-Aug-2014,3,,
FAIRHAVEN,29 CALUMET,,27-Aug-2014,3,,
FAIRHAVEN,3 CALUMET,,27-Aug-2014,3,,
FAIRHAVEN,JERUSALEM,@ SCONTICUT NECK ROAD,27-Aug-2014,3,,
FAIRHAVEN,JERUSALEM,@ 440 SCONTICUT NECK,27-Aug-2014,3,,
FAIRHAVEN,JERUSALEM,,27-Aug-2014,3,,
HUDSON,74 BROAD,,27-Aug-2014,3,,
HUDSON,10 SUMMER,,27-Aug-2014,3,,
NEW BEDFORD,2620 ACUSHNET,,27-Aug-2014,3,,
NEW BEDFORD,2746 ACUSHNET,,27-Aug-2014,3,,
SHREWSBURY,28 SIAS,,27-Aug-2014,3,,
SHREWSBURY,SIAS,,27-Aug-2014,3,,
SOMERVILLE,1212 BROADWAY,,27-Aug-2014,3,,
SOMERVILLE,29 CHETWYND,,27-Aug-2014,3,,
SOMERVILLE,93 OSSIPEE,,27-Aug-2014,3,,
WORCESTER,198 COBURN,,27-Aug-2014,3,,
CAMBRIDGE,AVON HILL,@ BATES STREET,28-Aug-2014,3,,
CAMBRIDGE,DANA,,28-Aug-2014,3,,
DEDHAM,128-130 HIGH,,28-Aug-2014,3,,
FAIRHAVEN,34 ELIZABETH,,28-Aug-2014,3,,
HUDSON,77 HOUGHTON,,28-Aug-2014,3,,
HUDSON,MAIN,,28-Aug-2014,3,,
HUDSON,12 WINTER,,28-Aug-2014,3,,
MATTAPOISETT,DEPOT,,28-Aug-2014,3,,
MATTAPOISETT,HAMMOND,,28-Aug-2014,3,,
MATTAPOISETT,HAMMOND,,28-Aug-2014,3,,
MATTAPOISETT,29 MAIN,,28-Aug-2014,3,,
NATICK,20 WATER,,28-Aug-2014,3,,
NEW BEDFORD,2008 ACUSHNET,,28-Aug-2014,3,,
NEW BEDFORD,2043 ACUSHNET,,28-Aug-2014,3,,
NEW BEDFORD,2095 ACUSHNET,,28-Aug-2014,3,,
NEW BEDFORD,2416 ACUSHNET,,28-Aug-2014,3,,
SOMERVILLE,HOLLAND,,28-Aug-2014,3,,
SOMERVILLE,49 MOORE,,28-Aug-2014,3,,
WORCESTER,116 BELMONT,,28-Aug-2014,3,,
WORCESTER,146 BELMONT,,28-Aug-2014,3,,
WORCESTER,374 BELMONT,,28-Aug-2014,3,,
WORCESTER,378 BELMONT,,28-Aug-2014,3,,
WORCESTER,BELMONT,,28-Aug-2014,3,,
WORCESTER,229 BEVERLY,,28-Aug-2014,3,,
WORCESTER,OPP 80 BEVERLY,,28-Aug-2014,3,,
WORCESTER,209 VERNON,,28-Aug-2014,3,,
WORCESTER,VERNON,,28-Aug-2014,3,,
WORCESTER,125 WARNER,,28-Aug-2014,3,,
DEDHAM,11 MAYFAIR,,29-Aug-2014,3,,
FAIRHAVEN,19 TEMPLE,,29-Aug-2014,3,,
FAIRHAVEN,1 TRIPP,,29-Aug-2014,3,,
FAIRHAVEN,22 TRIPP,,29-Aug-2014,3,,
FAIRHAVEN,204 WASHINGTON,,29-Aug-2014,3,,
FAIRHAVEN,WASHINGTON,,29-Aug-2014,3,,
HUDSON,439 MAIN,,29-Aug-2014,3,,
MILFORD,CAMP,,29-Aug-2014,3,,
MILFORD,8 CORNELL,,29-Aug-2014,3,,
SOMERVILLE,21 RUSSELL,,29-Aug-2014,3,,
SOMERVILLE,45 RUSSELL,,29-Aug-2014,3,,
WORCESTER,BEECHMONT,@ 1 BANCROFT TOWER,29-Aug-2014,3,,
WORCESTER,UPSALA,,29-Aug-2014,3,,
FAIRHAVEN,137 BRIDGE,,02-Sep-2014,3,,
FAIRHAVEN,15 HOMESTEAD,,02-Sep-2014,3,,
FAIRHAVEN,122 SPRING,,02-Sep-2014,3,,
FAIRHAVEN,89 SPRING,,02-Sep-2014,3,,
FAIRHAVEN,SPRING,,02-Sep-2014,3,,
HUDSON,53 OLD-BOLTON,,02-Sep-2014,3,,
SOMERVILLE,286 BEACON,,02-Sep-2014,3,,
SOMERVILLE,BEACON,,02-Sep-2014,3,,
SOMERVILLE,278 BEACON,,02-Sep-2014,3,,
WORCESTER,EAGLE,@ NEPTUNE ROAD,02-Sep-2014,3,,
WORCESTER,36 ROMOLA,,02-Sep-2014,3,,
WORCESTER,79 VENUS,,02-Sep-2014,3,,
WORCESTER,81 VENUS,,02-Sep-2014,3,,
WORCESTER,7 W-BOYLSTON,,02-Sep-2014,3,,
FAIRHAVEN,8 ADAMS,,03-Sep-2014,3,,
FAIRHAVEN,97 CENTRE,,03-Sep-2014,3,,
NATICK,MILL,@ SPEEN STREET,03-Sep-2014,3,,
SOMERVILLE,255 BEACON,,03-Sep-2014,3,,
SOMERVILLE,50-52 BEACON,,03-Sep-2014,3,,
WORCESTER,7 INDIAN LAKE,,03-Sep-2014,3,,
WORCESTER,UPLAND,,03-Sep-2014,3,,
DARTMOUTH,40 NORTON,,04-Sep-2014,3,,
DEDHAM,123 HIGHLAND,,04-Sep-2014,3,,
DEDHAM,HIGHLAND,,04-Sep-2014,3,,
DEDHAM,12 MASSACHUSETTS,,04-Sep-2014,3,,
DEDHAM,19 MASSACHUSETTS,,04-Sep-2014,3,,
HUDSON,165 RIVER,,04-Sep-2014,3,,
HUDSON,304 RIVER,,04-Sep-2014,3,,
HUDSON,377 RIVER,,04-Sep-2014,3,,
HUDSON,4 SHAWMUT,,04-Sep-2014,3,,
MILFORD,76 SCHOOL,,04-Sep-2014,3,,
MILFORD,STONEYBROOK,,04-Sep-2014,3,,
MILFORD,11 W-MAPLE,,04-Sep-2014,3,,
NEEDHAM,A,,04-Sep-2014,3,,
NEEDHAM,OPP 11 GOULD,,04-Sep-2014,3,,
SOMERVILLE,65 BEACON,,04-Sep-2014,3,,
SOMERVILLE,47-49 PARKDALE,,04-Sep-2014,3,,
SOMERVILLE,WASHINGTON,,04-Sep-2014,3,,
SOMERVILLE,WASHINGTON,,04-Sep-2014,3,,
WORCESTER,LAMARTINE,@ 133 LAFAYETTE STREET,04-Sep-2014,3,,
WORCESTER,LAMARTINE,@ LODI STREET,04-Sep-2014,3,,
WORCESTER,165 SOUTHBRIDGE,,04-Sep-2014,3,,
WORCESTER,229 SOUTHBRIDGE,,04-Sep-2014,3,,
WORCESTER,SOUTHBRIDGE,,04-Sep-2014,3,,
CAMBRIDGE,WEBSTER,,05-Sep-2014,3,,
DEDHAM,23 MASSACHUSETTS,,05-Sep-2014,3,,
DEDHAM,39 MASSACHUSETTS,,05-Sep-2014,3,,
HUDSON,31 BROOK,,05-Sep-2014,3,,
HUDSON,HOSMER,,05-Sep-2014,3,,
NATICK,23 INDIAN-RIDGE,,05-Sep-2014,3,,
WORCESTER,23 WILSON,,05-Sep-2014,3,,
ACUSHNET,7 WESTLAND,,08-Sep-2014,3,,
DEDHAM,132-134 MILTON,,08-Sep-2014,3,,
DEDHAM,150 MILTON,,08-Sep-2014,3,,
FAIRHAVEN,138 CHESTNUT,,08-Sep-2014,3,,
FAIRHAVEN,140 CHESTNUT,,08-Sep-2014,3,,
FAIRHAVEN,150 CHESTNUT,,08-Sep-2014,3,,
FAIRHAVEN,120 PLEASANT,,08-Sep-2014,3,,
FAIRHAVEN,132 PLEASANT,,08-Sep-2014,3,,
HOPKINTON,WOOD,@ SPRING STREET,08-Sep-2014,3,,
HUDSON,43-45 ONTARIO,,08-Sep-2014,3,,
HUDSON,49 ONTARIO,,08-Sep-2014,3,,
HUDSON,28 SENECA,,08-Sep-2014,3,,
NEW BEDFORD,2422 ACUSHNET,,08-Sep-2014,3,,
NEW BEDFORD,3098 ACUSHNET,,08-Sep-2014,3,,
WORCESTER,22 WARD,,08-Sep-2014,3,,
WORCESTER,78 1/2 WARD,,08-Sep-2014,3,,
WORCESTER,WARD,,08-Sep-2014,3,,
CAMBRIDGE,OPP 116 BISHOP-ALLEN,,09-Sep-2014,3,,
DEDHAM,160-168 MILTON,,09-Sep-2014,3,,
DEDHAM,190 MILTON,,09-Sep-2014,3,,
DEDHAM,8 SYLVIA,,09-Sep-2014,3,,
FAIRHAVEN,150 GREEN,,09-Sep-2014,3,,
FAIRHAVEN,35 SEAVIEW,,09-Sep-2014,3,,
HOPKINTON,353 WOOD,,09-Sep-2014,3,,
HUDSON,181 COX,,09-Sep-2014,3,,
HUDSON,4A ROTHERHAM,,09-Sep-2014,3,,
WORCESTER,WEST,,09-Sep-2014,3,,
DARTMOUTH,70 SOL-E-MAR,,10-Sep-2014,3,,
DARTMOUTH,26 SWIFT,,10-Sep-2014,3,,
DEDHAM,10-12 N-STONE-ML,,10-Sep-2014,3,,
FAIRHAVEN,ATLAS,@ CHURCH STREET,10-Sep-2014,3,,
FAIRHAVEN,99 CHURCH,,10-Sep-2014,3,,
HUDSON,34 FELTON,,10-Sep-2014,3,,
HUDSON,53 LINCOLN,,10-Sep-2014,3,,
HUDSON,22 MANNING,,10-Sep-2014,3,,
HUDSON,35 MANNING,,10-Sep-2014,3,,
HUDSON,59-64 MANNING,,10-Sep-2014,3,,
HUDSON,90 MANNING,,10-Sep-2014,3,,
HUDSON,SECOND,,10-Sep-2014,3,,
MATTAPOISETT,4 BEACON,,10-Sep-2014,3,,
MATTAPOISETT,9 CAPTAINS,,10-Sep-2014,3,,
MATTAPOISETT,CHURCH,,10-Sep-2014,3,,
MATTAPOISETT,11 HILLSIDE,,10-Sep-2014,3,,
MATTAPOISETT,11 MARTIN,,10-Sep-2014,3,,
MATTAPOISETT,4 SHERWOOD,,10-Sep-2014,3,,
MATTAPOISETT,6 SHERWOOD,,10-Sep-2014,3,,
MILFORD,71 CONGRESS,,10-Sep-2014,3,,
MILFORD,CONGRESS,,10-Sep-2014,3,,
MILFORD,1 LUBY,,10-Sep-2014,3,,
NATICK,82 UNION,,10-Sep-2014,3,,
NORTHBORO,10 CHURCH,,10-Sep-2014,3,,
SOMERVILLE,60-62 VINAL,,10-Sep-2014,3,,
SOMERVILLE,15 WEBSTER,,10-Sep-2014,3,,
WORCESTER,6 MILTON,,10-Sep-2014,3,,
WORCESTER,267 WEBSTER,,10-Sep-2014,3,,
DEDHAM,187 MONROE,,11-Sep-2014,3,,
DEDHAM,MONROE,,11-Sep-2014,3,,
DEDHAM,26 MORELAND,,11-Sep-2014,3,,
HUDSON,LINCOLN,@ APSLEY STREET,11-Sep-2014,3,,
MILFORD,26 DARTMOUTH,,11-Sep-2014,3,,
MILFORD,29 FRUIT,,11-Sep-2014,3,,
NATICK,56 HARTFORD,,11-Sep-2014,3,,
NEEDHAM,69 BREWSTER,,11-Sep-2014,3,,
NEEDHAM,102 STANDISH,,11-Sep-2014,3,,
NEEDHAM,70 STANDISH,,11-Sep-2014,3,,
NEEDHAM,88 STANDISH,,11-Sep-2014,3,,
WORCESTER,40 WESTWOOD,,11-Sep-2014,3,,
WORCESTER,44 WESTWOOD,,11-Sep-2014,3,,
FAIRHAVEN,32 CHESTNUT,,12-Sep-2014,3,,
HUDSON,48 HIGH,,12-Sep-2014,3,,
HUDSON,15 MASON,,12-Sep-2014,3,,
SOMERVILLE,88 PROSPECT,,12-Sep-2014,3,,
WORCESTER,CRESCENT,,12-Sep-2014,3,,
WORCESTER,162 PRESCOTT,,12-Sep-2014,3,,
WORCESTER,17 WINTHROP,,12-Sep-2014,3,,
DEDHAM,JADE,@ EASTERN AVENUE,15-Sep-2014,3,,
DEDHAM,176 MONROE,,15-Sep-2014,3,,
FAIRHAVEN,15 COE,,15-Sep-2014,3,,
FAIRHAVEN,16 COTTAGE,,15-Sep-2014,3,,
FAIRHAVEN,11 LAUREL,,15-Sep-2014,3,,
FAIRHAVEN,34 LAUREL,,15-Sep-2014,3,,
FAIRHAVEN,38 LAUREL,,15-Sep-2014,3,,
FRAMINGHAM,WINTER,@ SALEM END DRIVE,15-Sep-2014,3,,
MILFORD,24 PEARL,,15-Sep-2014,3,,
MILFORD,37 PEARL,,15-Sep-2014,3,,
MILFORD,57 PEARL,,15-Sep-2014,3,,
NEW BEDFORD,106 ACUSHNET,,15-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,15-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,@ NYE STREET,15-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,15-Sep-2014,3,,
SOMERVILLE,430 MCGRATH,,15-Sep-2014,3,,
SOMERVILLE,WASHINGTON,,15-Sep-2014,3,,
WORCESTER,219 BEVERLY,,15-Sep-2014,3,,
WORCESTER,19 FAIRMONT,,15-Sep-2014,3,,
WORCESTER,34 HOOPER,,15-Sep-2014,3,,
WORCESTER,HOOPER,,15-Sep-2014,3,,
WORCESTER,PAINE,@ 12 VINTON STREET,15-Sep-2014,3,,
ASHLAND,NEAR 76 CHESTNUT,,16-Sep-2014,3,,
CAMBRIDGE,7 BRYANT,,16-Sep-2014,3,,
CAMBRIDGE,16 FAYERWEATHER,,16-Sep-2014,3,,
DARTMOUTH,57-58 CARNEGIE,,16-Sep-2014,3,,
DARTMOUTH,9-11 CLEVELAND,,16-Sep-2014,3,,
DARTMOUTH,9 PLEASANT,,16-Sep-2014,3,,
DARTMOUTH,37 RICHFIELD,,16-Sep-2014,3,,
DEDHAM,81 PACELLA,,16-Sep-2014,3,,
FAIRHAVEN,27 CHURCH,,16-Sep-2014,3,,
FAIRHAVEN,CHURCH,,16-Sep-2014,3,,
FAIRHAVEN,DOANE,@ 4 GREEN STREET,16-Sep-2014,3,,
FAIRHAVEN,26 FARMFIELD,,16-Sep-2014,3,,
FAIRHAVEN,102 GREEN,,16-Sep-2014,3,,
FAIRHAVEN,83 GREEN,,16-Sep-2014,3,,
FAIRHAVEN,GREEN,,16-Sep-2014,3,,
FAIRHAVEN,GREEN,,16-Sep-2014,3,,
FAIRHAVEN,GREEN,@ PHOENIX STREET,16-Sep-2014,3,,
MILFORD,44 HARVARD,,16-Sep-2014,3,,
MILFORD,46 HARVARD,,16-Sep-2014,3,,
MILFORD,276 MAIN,,16-Sep-2014,3,,
MILFORD,49 1/2 MAIN,,16-Sep-2014,3,,
MILFORD,MAIN,,16-Sep-2014,3,,
MILFORD,7 PAULA,,16-Sep-2014,3,,
MILFORD,13 SHERWOOD,,16-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,@ BULLARD STREET,16-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,@ PHILLIPS AVENUE,16-Sep-2014,3,,
SOMERVILLE,36-38 PRINCETON,,16-Sep-2014,3,,
SOMERVILLE,4 PRINCETON,,16-Sep-2014,3,,
WORCESTER,41 CLOVER,,16-Sep-2014,3,,
WORCESTER,45 CLOVER,,16-Sep-2014,3,,
WORCESTER,57 CLOVER,,16-Sep-2014,3,,
WORCESTER,89 CLOVER,,16-Sep-2014,3,,
WORCESTER,133 W-BOYLSTON,,16-Sep-2014,3,,
WORCESTER,81 W-BOYLSTON,,16-Sep-2014,3,,
WORCESTER,W-BOYLSTON,,16-Sep-2014,3,,
FAIRHAVEN,12 BAKER,,17-Sep-2014,3,,
FAIRHAVEN,12 BAKER,,17-Sep-2014,3,,
FAIRHAVEN,7 BAKER,,17-Sep-2014,3,,
FAIRHAVEN,43 CEDAR,,17-Sep-2014,3,,
FAIRHAVEN,55 CEDAR,,17-Sep-2014,3,,
FAIRHAVEN,6 ELLIS,,17-Sep-2014,3,,
FAIRHAVEN,121 FARMFIELD,,17-Sep-2014,3,,
FAIRHAVEN,14 HARBOR-VIEW,,17-Sep-2014,3,,
FAIRHAVEN,8 TURNER,,17-Sep-2014,3,,
MILFORD,39 EAST-ST,,17-Sep-2014,3,,
MILFORD,43 PURCHASE,,17-Sep-2014,3,,
MILFORD,PURCHASE,,17-Sep-2014,3,,
MILFORD,PURCHASE,,17-Sep-2014,3,,
NEEDHAM,283 BROOKLINE,,17-Sep-2014,3,,
NEEDHAM,293 BROOKLINE,,17-Sep-2014,3,,
NEEDHAM,461 GROVE,,17-Sep-2014,3,,
NEEDHAM,529 GROVE,,17-Sep-2014,3,,
NEEDHAM,541 GROVE,,17-Sep-2014,3,,
NEEDHAM,GROVE,,17-Sep-2014,3,,
NEW BEDFORD,1801 ACUSHNET,,17-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,17-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,17-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,17-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,17-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,17-Sep-2014,3,,
SOMERVILLE,25 HAWTHORNE,,17-Sep-2014,3,,
SOMERVILLE,26 HAWTHORNE,,17-Sep-2014,3,,
SOMERVILLE,62 PUTNAM,,17-Sep-2014,3,,
UPTON,4 WILLIAM,,17-Sep-2014,3,,
FRAMINGHAM,445 PLEASANT,,18-Sep-2014,3,,
FRAMINGHAM,518 PLEASANT,,18-Sep-2014,3,,
MATTAPOISETT,10 GOSNOLD,,18-Sep-2014,3,,
MATTAPOISETT,12 HOMESTEAD,,18-Sep-2014,3,,
MATTAPOISETT,HOMESTEAD,,18-Sep-2014,3,,
MATTAPOISETT,7 INDUSTRIAL,,18-Sep-2014,3,,
MATTAPOISETT,55 NORTH,,18-Sep-2014,3,,
MATTAPOISETT,69 NORTH,,18-Sep-2014,3,,
MATTAPOISETT,71 NORTH,,18-Sep-2014,3,,
MATTAPOISETT,76 NORTH,,18-Sep-2014,3,,
MATTAPOISETT,83-85 NORTH,,18-Sep-2014,3,,
MATTAPOISETT,13 PROSPECT,,18-Sep-2014,3,,
MATTAPOISETT,7 PROSPECT,,18-Sep-2014,3,,
MATTAPOISETT,12 RIVER,,18-Sep-2014,3,,
MATTAPOISETT,7 UPLAND,,18-Sep-2014,3,,
MATTAPOISETT,5 WINNATUXETT,,18-Sep-2014,3,,
MATTAPOISETT,WINNATUXETT,,18-Sep-2014,3,,
MILFORD,20 YALE,,18-Sep-2014,3,,
NEW BEDFORD,ACUSHNET,,18-Sep-2014,3,,
NEW BEDFORD,383 BELLEVILLE,,18-Sep-2014,3,,
SOMERVILLE,16 BERKELEY,,18-Sep-2014,3,,
SOMERVILLE,58 BERKELEY,,18-Sep-2014,3,,
SOMERVILLE,27 SCHOOL,,18-Sep-2014,3,,
WORCESTER,44 W-BOYLSTON,,18-Sep-2014,3,,
WORCESTER,57-59 W-BOYLSTON,,18-Sep-2014,3,,
DEDHAM,138-140 QUINCY,,19-Sep-2014,3,,
DEDHAM,85-87 QUINCY,,19-Sep-2014,3,,
FAIRHAVEN,4 FORT,,19-Sep-2014,3,,
FAIRHAVEN,59 UNION,,19-Sep-2014,3,,
FAIRHAVEN,UNION,,19-Sep-2014,3,,
FRAMINGHAM,11 KNIGHT,,19-Sep-2014,3,,
FRAMINGHAM,980 PLEASANT,,19-Sep-2014,3,,
FRAMINGHAM,995 PLEASANT,,19-Sep-2014,3,,
HOPKINTON,12 CEDAR,,19-Sep-2014,3,,
SOMERVILLE,SCHOOL,,19-Sep-2014,3,,
WORCESTER,GOLD,,19-Sep-2014,3,,
WORCESTER,GUNNARSON,,19-Sep-2014,3,,
WORCESTER,PLANTATION,@ AITCHISON STREET,19-Sep-2014,3,,
DEDHAM,20 RIVER,,22-Sep-2014,3,,
FAIRHAVEN,64 MAIN,,22-Sep-2014,3,,
FAIRHAVEN,WALNUT,,22-Sep-2014,3,,
MARION,15 ALLEN,,22-Sep-2014,3,,
MARION,22 ALLEN,,22-Sep-2014,3,,
MARION,33 ALLEN,,22-Sep-2014,3,,
MARION,9 ALLEN,,22-Sep-2014,3,,
MILFORD,140 WEST,,22-Sep-2014,3,,
NATICK,BODEN,@ TAMARACK ROAD,22-Sep-2014,3,,
NATICK,GLEN,@ MILL STREET,22-Sep-2014,3,,
NATICK,15 WASHINGTON,,22-Sep-2014,3,,
NEW BEDFORD,COGGESHALL,,22-Sep-2014,3,,
WORCESTER,70 ELM,,22-Sep-2014,3,,
WORCESTER,OLGA,@ ADOLPH STREET,22-Sep-2014,3,,
WORCESTER,79 SYLVAN,,22-Sep-2014,3,,
DEDHAM,60 RIVERSIDE,,23-Sep-2014,3,,
DEDHAM,26 RUSTCRAFT,,23-Sep-2014,3,,
FAIRHAVEN,BRIDGE,@ MAIN STREET,23-Sep-2014,3,,
FAIRHAVEN,85 MIDDLE,,23-Sep-2014,3,,
MARION,40 ALLEN,,23-Sep-2014,3,,
MARION,43 ALLEN,,23-Sep-2014,3,,
MARION,15 VINE,,23-Sep-2014,3,,
MARION,WATER,,23-Sep-2014,3,,
