ADDRESS,TOWN,INTERSECTION,ZIP,LAT,LNG,ADDRESS_TYPES,CLASSIFIED,GRADE
FAIRHAVEN,MATTAPOISETT,,,,,,10/3/14,3
43 CHARLOTTE,WORCESTER,,,,,,10/3/14,3
CHESTERFIELD,WORCESTER,,,,,,10/3/14,3
30 CLARA,WORCESTER,,,,,,10/3/14,3
11 CLARIDGE,WORCESTER,,,,,,10/3/14,3
24 CLARIDGE,WORCESTER,,,,,,10/3/14,3
56 CLARIDGE,WORCESTER,,,,,,10/3/14,3
64 CLARIDGE,WORCESTER,,,,,,10/3/14,3
122 CLARK,WORCESTER,,,,,,10/3/14,3
84 CLARK,WORCESTER,,,,,,10/3/14,3
33 FLAGG,WORCESTER,,,,,,10/3/14,3
37 FLAGG,WORCESTER,,,,,,10/3/14,3
45 FLAGG,WORCESTER,,,,,,10/3/14,3
FLAGG,WORCESTER,,,,,,10/3/14,3
1158 MAIN,WORCESTER,,,,,,10/3/14,3
1168 MAIN,WORCESTER,,,,,,10/3/14,3
446 MAIN,WORCESTER,,,,,,10/3/14,3
805 MAIN,WORCESTER,,,,,,10/3/14,3
UXBRIDGE,WORCESTER,@ DUXBURY STREET,,,,,10/3/14,3
177 COOLIDGE,CAMBRIDGE,,,,,,10/2/14,3
10 WHITEHALL,DEDHAM,,,,,,10/2/14,3
WILDING,FAIRHAVEN,,,,,,10/2/14,3
WILDING,FAIRHAVEN,,,,,,10/2/14,3
3 BARNABAS,MARION,,,,,,10/2/14,3
HERMITAGE,MARION,,,,,,10/2/14,3
HIGHLAND,MARION,,,,,,10/2/14,3
13 NOKOMIS,MARION,,,,,,10/2/14,3
8 PIE,MARION,,,,,,10/2/14,3
91 COUNTY,MATTAPOISETT,,,,,,10/2/14,3
48 FAIRHAVEN,MATTAPOISETT,,,,,,10/2/14,3
5 FAIRHAVEN,MATTAPOISETT,,,,,,10/2/14,3
OPP 48 FAIRHAVEN,MATTAPOISETT,,,,,,10/2/14,3
38 LINCOLN,NATICK,,,,,,10/2/14,3
136 OAK,NATICK,,,,,,10/2/14,3
88 PARK,NATICK,,,,,,10/2/14,3
PLEASANT-SOUTH,NATICK,,,,,,10/2/14,3
20 RICHMOND,NATICK,,,,,,10/2/14,3
7 RIVER,NATICK,,,,,,10/2/14,3
SPRING,NATICK,,,,,,10/2/14,3
36 WATER,NATICK,,,,,,10/2/14,3
399 WHITNEY,NORTHBORO,,,,,,10/2/14,3
15 FOX HILL,SHREWSBURY,,,,,,10/2/14,3
8 FOX HILL,SHREWSBURY,,,,,,10/2/14,3
17 OAKLAND,SHREWSBURY,,,,,,10/2/14,3
8 OAKLAND,SHREWSBURY,,,,,,10/2/14,3
23 PORTER,SOMERVILLE,,,,,,10/2/14,3
151 SUMMER,SOMERVILLE,,,,,,10/2/14,3
SUMMER,SOMERVILLE,,,,,,10/2/14,3
16 CROSS,UXBRIDGE,,,,,,10/2/14,3
33 E-HARTFORD,UXBRIDGE,,,,,,10/2/14,3
119 N-MAIN,UXBRIDGE,,,,,,10/2/14,3
44 RIVULET,UXBRIDGE,,,,,,10/2/14,3
71 S-MAIN,UXBRIDGE,,,,,,10/2/14,3
14 SCOTT,UXBRIDGE,,,,,,10/2/14,3
50 EAST MAIN,WESTBOROUGH,,,,,,10/2/14,3
30 LYMAN,WESTBOROUGH,,,,,,10/2/14,3
280 TURNPIKE,WESTBOROUGH,,,,,,10/2/14,3
555 CHANDLER,WORCESTER,,,,,,10/2/14,3
556 CHANDLER,WORCESTER,,,,,,10/2/14,3
572 CHANDLER,WORCESTER,,,,,,10/2/14,3
572 CHANDLER,WORCESTER,,,,,,10/2/14,3
582 CHANDLER,WORCESTER,,,,,,10/2/14,3
606 CHANDLER,WORCESTER,,,,,,10/2/14,3
614 CHANDLER,WORCESTER,,,,,,10/2/14,3
621 CHANDLER,WORCESTER,,,,,,10/2/14,3
635-643 CHANDLER,WORCESTER,,,,,,10/2/14,3
CHANDLER,WORCESTER,,,,,,10/2/14,3
83 FOREST,WORCESTER,,,,,,10/2/14,3
FOREST,WORCESTER,,,,,,10/2/14,3
SHERMAN,WORCESTER,,,,,,10/2/14,3
225 SHREWSBURY,WORCESTER,,,,,,10/2/14,3
254 SHREWSBURY,WORCESTER,,,,,,10/2/14,3
333 SHREWSBURY,WORCESTER,,,,,,10/2/14,3
345 SHREWSBURY,WORCESTER,,,,,,10/2/14,3
89 SHREWSBURY,WORCESTER,,,,,,10/2/14,3
595 SOUTHBRIDGE,WORCESTER,,,,,,10/2/14,3
SOUTHBRIDGE,WORCESTER,,,,,,10/2/14,3
SOUTHBRIDGE,WORCESTER,,,,,,10/2/14,3
SOUTHBRIDGE,WORCESTER,,,,,,10/2/14,3
SUNDERLAND,WORCESTER,,,,,,10/2/14,3
321 WASHINGTON,DEDHAM,,,,,,10/1/14,3
496 WASHINGTON,DEDHAM,,,,,,10/1/14,3
CASTLE,FAIRHAVEN,,,,,,10/1/14,3
215 GREEN,FAIRHAVEN,,,,,,10/1/14,3
25 LINDEN,FAIRHAVEN,,,,,,10/1/14,3
LINDEN,FAIRHAVEN,,,,,,10/1/14,3
4 WATER,MARION,,,,,,10/1/14,3
81 WATER,MARION,,,,,,10/1/14,3
85 WATER,MARION,,,,,,10/1/14,3
WATER,MARION,,,,,,10/1/14,3
7 EDGEWOOD,MATTAPOISETT,,,,,,10/1/14,3
1 LONGFELLOW,NATICK,,,,,,10/1/14,3
10 CHURCH,NORTHBORO,,,,,,10/1/14,3
WHITNEY,NORTHBORO,,,,,,10/1/14,3
3 HOWES,PLYMOUTH,,,,,,10/1/14,3
41 SOUTH,PLYMOUTH,,,,,,10/1/14,3
WARREN,PLYMOUTH,,,,,,10/1/14,3
14 BROOK,SHERBORN,,,,,,10/1/14,3
BROOK,SHERBORN,,,,,,10/1/14,3
13 COURSE-BROOK,SHERBORN,,,,,,10/1/14,3
11 HARRINGTON-RIDGE,SHERBORN,,,,,,10/1/14,3
JACKSON,SHERBORN,,,,,,10/1/14,3
51 PARKS,SHERBORN,,,,,,10/1/14,3
62 RUSSETT-HILL,SHERBORN,,,,,,10/1/14,3
SPEEN,SHERBORN,,,,,,10/1/14,3
136 WESTERN,SHERBORN,,,,,,10/1/14,3
DANE,SOMERVILLE,,,,,,10/1/14,3
MEDFORD,SOMERVILLE,,,,,,10/1/14,3
51 CENTRAL,SOUTHBORO,,,,,,10/1/14,3
18 LYMAN,WESTBOROUGH,,,,,,10/1/14,3
24 LYMAN,WESTBOROUGH,,,,,,10/1/14,3
164 MILK,WESTBOROUGH,,,,,,10/1/14,3
166 MILK,WESTBOROUGH,,,,,,10/1/14,3
14 ANNA,WORCESTER,,,,,,10/1/14,3
114 CHANDLER,WORCESTER,,,,,,10/1/14,3
128 CHANDLER,WORCESTER,,,,,,10/1/14,3
162 CHANDLER,WORCESTER,,,,,,10/1/14,3
170 CHANDLER,WORCESTER,,,,,,10/1/14,3
174 CHANDLER,WORCESTER,,,,,,10/1/14,3
330 CHANDLER,WORCESTER,,,,,,10/1/14,3
340 CHANDLER,WORCESTER,,,,,,10/1/14,3
344 CHANDLER,WORCESTER,,,,,,10/1/14,3
429 CHANDLER,WORCESTER,,,,,,10/1/14,3
OPP 263 CHANDLER,WORCESTER,,,,,,10/1/14,3
101-103 FOREST,WORCESTER,,,,,,10/1/14,3
119 FOREST,WORCESTER,,,,,,10/1/14,3
FOREST,WORCESTER,,,,,,10/1/14,3
435 MASSASOIT,WORCESTER,,,,,,10/1/14,3
5 MASSASOIT,WORCESTER,,,,,,10/1/14,3
MASSASOIT,WORCESTER,,,,,,10/1/14,3
MASSASOIT,WORCESTER,,,,,,10/1/14,3
82 MAY,WORCESTER,,,,,,10/1/14,3
86 MAY,WORCESTER,,,,,,10/1/14,3
OPP 27 ROCKDALE,WORCESTER,,,,,,10/1/14,3
295 SALISBURY,WORCESTER,,,,,,10/1/14,3
301 SALISBURY,WORCESTER,,,,,,10/1/14,3
6 SEVER,WORCESTER,,,,,,10/1/14,3
86 SEYMOUR,WORCESTER,,,,,,10/1/14,3
8 SOUTHVIEW,WORCESTER,,,,,,10/1/14,3
60-62 STANDISH,WORCESTER,,,,,,10/1/14,3
STATE,WORCESTER,,,,,,10/1/14,3
9 STEELE,WORCESTER,,,,,,10/1/14,3
6 STURGIS,WORCESTER,,,,,,10/1/14,3
STURGIS,WORCESTER,,,,,,10/1/14,3
16 SUMMERHILL,WORCESTER,,,,,,10/1/14,3
34 VIOLET,DEDHAM,,,,,,9/30/14,3
112 WALNUT,DEDHAM,,,,,,9/30/14,3
45 WALNUT,DEDHAM,,,,,,9/30/14,3
74 ELM,FAIRHAVEN,,,,,,9/30/14,3
15 PLYMOUTH,FAIRHAVEN,,,,,,9/30/14,3
20 PLYMOUTH,FAIRHAVEN,,,,,,9/30/14,3
303 PROVIDENCE,GRAFTON,,,,,,9/30/14,3
134 HAYDEN-ROWE,HOPKINTON,,,,,,9/30/14,3
6 COUNTRY,KINGSTON,,,,,,9/30/14,3
169 LAKE,KINGSTON,,,,,,9/30/14,3
12 MONTCLAIR,KINGSTON,,,,,,9/30/14,3
38 NOTTINGHAM,KINGSTON,,,,,,9/30/14,3
16 PROSPECT,KINGSTON,,,,,,9/30/14,3
16 SCHOOL,KINGSTON,,,,,,9/30/14,3
7 STONEY-POINT,KINGSTON,,,,,,9/30/14,3
113 SPRING,MARION,,,,,,9/30/14,3
37 SPRING,MARION,,,,,,9/30/14,3
41 SPRING,MARION,,,,,,9/30/14,3
31 HASTINGS,MENDON,,,,,,9/30/14,3
4 MEADE,MILFORD,,,,,,9/30/14,3
6 S-HIGH,MILFORD,,,,,,9/30/14,3
S-MAIN,MILFORD,,,,,,9/30/14,3
4 ALVARADO,WORCESTER,,,,,,9/30/14,3
82 ALVARADO,WORCESTER,,,,,,9/30/14,3
ANNA,WORCESTER,,,,,,9/30/14,3
8 BUCKINGHAM,WORCESTER,,,,,,9/30/14,3
5 CAMP,WORCESTER,,,,,,9/30/14,3
147 CANTERBURY,WORCESTER,,,,,,9/30/14,3
149-151 CANTERBURY,WORCESTER,,,,,,9/30/14,3
165 CANTERBURY,WORCESTER,,,,,,9/30/14,3
243 CANTERBURY,WORCESTER,,,,,,9/30/14,3
CHAMBERS,WORCESTER,,,,,,9/30/14,3
100 CHANDLER,WORCESTER,,,,,,9/30/14,3
104 CHANDLER,WORCESTER,,,,,,9/30/14,3
72-80 CHANDLER,WORCESTER,,,,,,9/30/14,3
73 CHANDLER,WORCESTER,,,,,,9/30/14,3
64 FLAGG,WORCESTER,,,,,,9/30/14,3
FLAGG,WORCESTER,,,,,,9/30/14,3
66 PLANTATION,WORCESTER,,,,,,9/30/14,3
84 PLANTATION,WORCESTER,,,,,,9/30/14,3
PLANTATION,WORCESTER,@ HAMILTON STREET,,,,,9/30/14,3
356 SALISBURY,WORCESTER,,,,,,9/30/14,3
535 SALISBURY,WORCESTER,,,,,,9/30/14,3
620 SALISBURY,WORCESTER,,,,,,9/30/14,3
184 VINCENT,DEDHAM,,,,,,9/29/14,3
34 VINCENT,DEDHAM,,,,,,9/29/14,3
90 VINCENT,DEDHAM,,,,,,9/29/14,3
ADAMS,FAIRHAVEN,,,,,,9/29/14,3
ADAMS,FAIRHAVEN,,,,,,9/29/14,3
ADAMS,FAIRHAVEN,,,,,,9/29/14,3
27 ASH,FAIRHAVEN,,,,,,9/29/14,3
3 LONG,FAIRHAVEN,,,,,,9/29/14,3
SOUTH,GRAFTON,,,,,,9/29/14,3
18 VINCENT,GRAFTON,,,,,,9/29/14,3
WESTVIEW,GRAFTON,@ WOODSIDE DRIVE,,,,,9/29/14,3
71 HAYDEN-ROWE,HOPKINTON,,,,,,9/29/14,3
80 HAYDEN-ROWE,HOPKINTON,,,,,,9/29/14,3
87 MAIN,KINGSTON,,,,,,9/29/14,3
319 WAREHAM,MARION,,,,,,9/29/14,3
454 WAREHAM,MARION,,,,,,9/29/14,3
458 WAREHAM,MARION,,,,,,9/29/14,3
LAKE,NATICK,@ N. MAIN,,,,,9/29/14,3
404 NASH,NEW BEDFORD,,,,,,9/29/14,3
478 NASH,NEW BEDFORD,,,,,,9/29/14,3
SAWYER,NEW BEDFORD,@ HIGHLAND STREET,,,,,9/29/14,3
228 BURNCOAT,WORCESTER,,,,,,9/29/14,3
572 BURNCOAT,WORCESTER,,,,,,9/29/14,3
BURNCOAT,WORCESTER,,,,,,9/29/14,3
253 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
285 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
365 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
369 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
438 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
629 CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
CAMBRIDGE,WORCESTER,,,,,,9/29/14,3
25 DUXBURY,WORCESTER,,,,,,9/29/14,3
FIR,WORCESTER,@ NORFOLK STREET,,,,,9/29/14,3
136 FREMONT,WORCESTER,,,,,,9/29/14,3
142 FREMONT,WORCESTER,,,,,,9/29/14,3
OPP 284 LAKE,WORCESTER,,,,,,9/29/14,3
118 NORFOLK,WORCESTER,,,,,,9/29/14,3
SALISBURY,WORCESTER,,,,,,9/29/14,3
SALISBURY,WORCESTER,,,,,,9/29/14,3
SALISBURY,WORCESTER,,,,,,9/29/14,3
14-16 N-STONE-MILL,DEDHAM,,,,,,9/26/14,3
BELLEVUE,FAIRHAVEN,,,,,,9/26/14,3
23 HUTTLESTON,FAIRHAVEN,,,,,,9/26/14,3
HUTTLESTON,FAIRHAVEN,,,,,,9/26/14,3
HUTTLESTON,FAIRHAVEN,,,,,,9/26/14,3
LEWIS,MARION,,,,,,9/26/14,3
99 MAIN,MARION,,,,,,9/26/14,3
9 CATHAWAY,MATTAPOISETT,,,,,,9/26/14,3
19 MAIN,MATTAPOISETT,,,,,,9/26/14,3
24 MAIN,MATTAPOISETT,,,,,,9/26/14,3
37 MAIN,MATTAPOISETT,,,,,,9/26/14,3
40 MAIN,MATTAPOISETT,,,,,,9/26/14,3
50 MAIN,MATTAPOISETT,,,,,,9/26/14,3
3 RIVER,MATTAPOISETT,,,,,,9/26/14,3
294 MILLBURY,MILLBURY,,,,,,9/26/14,3
FISKE,NATICK,@ FISKE LANE,,,,,9/26/14,3
FISKE,NATICK,@ POND STREET,,,,,9/26/14,3
14 SYLVESTER,NATICK,,,,,,9/26/14,3
76 BROOKS,WORCESTER,,,,,,9/26/14,3
BROOKS,WORCESTER,,,,,,9/26/14,3
BROOKS,WORCESTER,,,,,,9/26/14,3
BROOKS,WORCESTER,,,,,,9/26/14,3
65 BROWNELL,WORCESTER,,,,,,9/26/14,3
78 BROWNELL,WORCESTER,,,,,,9/26/14,3
11 BURNCOAT,WORCESTER,,,,,,9/26/14,3
198 BURNCOAT,WORCESTER,,,,,,9/26/14,3
23 BURNCOAT,WORCESTER,,,,,,9/26/14,3
9 BURNCOAT,WORCESTER,,,,,,9/26/14,3
GARDNER,WORCESTER,,,,,,9/26/14,3
23 GRAND,WORCESTER,,,,,,9/26/14,3
MELVILLE,WORCESTER,@ PAINE STREET,,,,,9/26/14,3
316 PLANTATION,WORCESTER,,,,,,9/26/14,3
SARGENT,WORCESTER,,,,,,9/26/14,3
16 SECONSET,WORCESTER,,,,,,9/26/14,3
6 SHORT,DEDHAM,,,,,,9/25/14,3
5 SIDNEY,DEDHAM,,,,,,9/25/14,3
6 SMITH,DEDHAM,,,,,,9/25/14,3
OPP 111 HUTTLESTON,FAIRHAVEN,,,,,,9/25/14,3
HUTTLESTON,FAIRHAVEN,,,,,,9/25/14,3
10 BEVERLY,GRAFTON,,,,,,9/25/14,3
6 SHORE,GRAFTON,,,,,,9/25/14,3
51 MILL,MARION,,,,,,9/25/14,3
513 MILL,MARION,,,,,,9/25/14,3
704 MILL,MARION,,,,,,9/25/14,3
732 MILL,MARION,,,,,,9/25/14,3
BEACON,MAYNARD,@ THOMAS STREET,,,,,9/25/14,3
8 EUCLID,MAYNARD,,,,,,9/25/14,3
33 LIBERTY,NATICK,,,,,,9/25/14,3
BENSON,NORTHBRIDGE,,,,,,9/25/14,3
222 CHURCH,NORTHBRIDGE,,,,,,9/25/14,3
480 CHURCH,NORTHBRIDGE,,,,,,9/25/14,3
CRESCENT,NORTHBRIDGE,,,,,,9/25/14,3
106 EAST,NORTHBRIDGE,,,,,,9/25/14,3
70 EAST,NORTHBRIDGE,,,,,,9/25/14,3
15-17 FOREST,NORTHBRIDGE,,,,,,9/25/14,3
26-28 FOREST,NORTHBRIDGE,,,,,,9/25/14,3
35-37 FOREST,NORTHBRIDGE,,,,,,9/25/14,3
68 JON,NORTHBRIDGE,,,,,,9/25/14,3
2365 PROVIDENCE,NORTHBRIDGE,,,,,,9/25/14,3
PROVIDENCE,NORTHBRIDGE,,,,,,9/25/14,3
201 HOLLAND,SOMERVILLE,,,,,,9/25/14,3
88 BRANDON,WORCESTER,,,,,,9/25/14,3
12 BRANTWOOD,WORCESTER,,,,,,9/25/14,3
63 BRANTWOOD,WORCESTER,,,,,,9/25/14,3
65 BRANTWOOD,WORCESTER,,,,,,9/25/14,3
16 BRATTLE,WORCESTER,,,,,,9/25/14,3
97 BRATTLE,WORCESTER,,,,,,9/25/14,3
34 BRIGHTON,WORCESTER,,,,,,9/25/14,3
12 BRISTOL,WORCESTER,,,,,,9/25/14,3
OPP 23 BRISTOL,WORCESTER,,,,,,9/25/14,3
148 BROOKLINE,WORCESTER,,,,,,9/25/14,3
5 BROOKMAN,WORCESTER,,,,,,9/25/14,3
18 GORDON,WORCESTER,,,,,,9/25/14,3
15 KILBY,WORCESTER,,,,,,9/25/14,3
134 MASSASOIT,WORCESTER,,,,,,9/25/14,3
54 MASSASOIT,WORCESTER,,,,,,9/25/14,3
76 MASSASOIT,WORCESTER,,,,,,9/25/14,3
92 MASSASOIT,WORCESTER,,,,,,9/25/14,3
94 MASSASOIT,WORCESTER,,,,,,9/25/14,3
MASSASOIT,WORCESTER,,,,,,9/25/14,3
582 PARK,WORCESTER,,,,,,9/25/14,3
PARK,WORCESTER,@ BEAVER BROOK PARKWAY,,,,,9/25/14,3
284 PLANTATION,WORCESTER,,,,,,9/25/14,3
39 STAFFORD,WORCESTER,,,,,,9/25/14,3
9 STAFFORD,WORCESTER,,,,,,9/25/14,3
53 SAVIN,DEDHAM,,,,,,9/24/14,3
55 SAWYER,DEDHAM,,,,,,9/24/14,3
21 SHIRETOWN,DEDHAM,,,,,,9/24/14,3
188 FRONT,MARION,,,,,,9/24/14,3
365 FRONT,MARION,,,,,,9/24/14,3
123 OAK,NATICK,,,,,,9/24/14,3
QUINSIGAMOND,WORCESTER,@ OLDE MILLBURY STREET,,,,,9/24/14,3
60 RIVERSIDE,DEDHAM,,,,,,9/23/14,3
87 ROSEMARY,DEDHAM,,,,,,9/23/14,3
26 RUSTCRAFT,DEDHAM,,,,,,9/23/14,3
BRIDGE,FAIRHAVEN,@ MAIN STREET,,,,,9/23/14,3
109 MIDDLE,FAIRHAVEN,,,,,,9/23/14,3
85 MIDDLE,FAIRHAVEN,,,,,,9/23/14,3
40 ALLEN,MARION,,,,,,9/23/14,3
43 ALLEN,MARION,,,,,,9/23/14,3
15 VINE,MARION,,,,,,9/23/14,3
WATER,MARION,,,,,,9/23/14,3
17 GENOA,MILFORD,,,,,,9/23/14,3
13 MURIEL,MILFORD,,,,,,9/23/14,3
22 WATER,MILFORD,,,,,,9/23/14,3
WATER,MILFORD,,,,,,9/23/14,3
BELMONT,WORCESTER,@ I-290,,,,,9/23/14,3
5 BENEDICT,WORCESTER,,,,,,9/23/14,3
9 BIRMINGHAM,WORCESTER,,,,,,9/23/14,3
36 BLAINE,WORCESTER,,,,,,9/23/14,3
15 BOXFORD,WORCESTER,,,,,,9/23/14,3
BOYD,WORCESTER,,,,,,9/23/14,3
36 BOYLSTON,WORCESTER,,,,,,9/23/14,3
7 DOROTHY,WORCESTER,,,,,,9/23/14,3
54 ELM,WORCESTER,,,,,,9/23/14,3
5-7 FRONGILLO-FARM,WORCESTER,,,,,,9/23/14,3
197 STAFFORD,WORCESTER,,,,,,9/23/14,3
STAFFORD,WORCESTER,,,,,,9/23/14,3
STAFFORD,WORCESTER,,,,,,9/23/14,3
4 RIDGE,DEDHAM,,,,,,9/22/14,3
20 RIVER,DEDHAM,,,,,,9/22/14,3
64 MAIN,FAIRHAVEN,@ 13 WASHINGTON STREET,,,,,9/22/14,3
WALNUT,FAIRHAVEN,,,,,,9/22/14,3
59 GROVE,HOPKINTON,,,,,,9/22/14,3
10 PLEASANT,HOPKINTON,,,,,,9/22/14,3
15 ALLEN,MARION,,,,,,9/22/14,3
22 ALLEN,MARION,,,,,,9/22/14,3
33 ALLEN,MARION,,,,,,9/22/14,3
9 ALLEN,MARION,,,,,,9/22/14,3
E-MAIN,MILFORD,,,,,,9/22/14,3
140 WEST,MILFORD,,,,,,9/22/14,3
24 WEST,MILFORD,,,,,,9/22/14,3
BODEN,NATICK,@ TAMARACK ROAD,,,,,9/22/14,3
GLEN,NATICK,@ MILL STREET,,,,,9/22/14,3
15 WASHINGTON,NATICK,@ HUNTER HILL ROAD,,,,,9/22/14,3
COGGESHALL,NEW BEDFORD,,,,,,9/22/14,3
108 ELM,WORCESTER,,,,,,9/22/14,3
70 ELM,WORCESTER,,,,,,9/22/14,3
76 ELM,WORCESTER,,,,,,9/22/14,3
OLGA,WORCESTER,@ ADOLPH STREET,,,,,9/22/14,3
76 RICHLAND,WORCESTER,,,,,,9/22/14,3
7 SUN-VALLEY,WORCESTER,,,,,,9/22/14,3
79 SYLVAN,WORCESTER,,,,,,9/22/14,3
138-140 QUINCY,DEDHAM,,,,,,9/19/14,3
85-87 QUINCY,DEDHAM,,,,,,9/19/14,3
4 FORT,FAIRHAVEN,,,,,,9/19/14,3
59 UNION,FAIRHAVEN,,,,,,9/19/14,3
UNION,FAIRHAVEN,,,,,,9/19/14,3
11 KNIGHT,FRAMINGHAM,,,,,,9/19/14,3
980 PLEASANT,FRAMINGHAM,,,,,,9/19/14,3
989 PLEASANT,FRAMINGHAM,,,,,,9/19/14,3
995 PLEASANT,FRAMINGHAM,,,,,,9/19/14,3
12 CEDAR,HOPKINTON,,,,,,9/19/14,3
SCHOOL,SOMERVILLE,,,,,,9/19/14,3
GOLD,WORCESTER,,,,,,9/19/14,3
GUNNARSON,WORCESTER,,,,,,9/19/14,3
PLANTATION,WORCESTER,@ AITCHISON STREET,,,,,9/19/14,3
PROVIDENCE,WORCESTER,@ DOANE STREET,,,,,9/19/14,3
23 POND-FARM,DEDHAM,,,,,,9/18/14,3
180 PROVIDENCE,DEDHAM,,,,,,9/18/14,3
445 PLEASANT,FRAMINGHAM,,,,,,9/18/14,3
518 PLEASANT,FRAMINGHAM,,,,,,9/18/14,3
573 PLEASANT,FRAMINGHAM,,,,,,9/18/14,3
PLEASANT,FRAMINGHAM,,,,,,9/18/14,3
10 GOSNOLD,MATTAPOISETT,,,,,,9/18/14,3
12 HOMESTEAD,MATTAPOISETT,,,,,,9/18/14,3
HOMESTEAD,MATTAPOISETT,,,,,,9/18/14,3
7 INDUSTRIAL,MATTAPOISETT,,,,,,9/18/14,3
55 NORTH,MATTAPOISETT,,,,,,9/18/14,3
69 NORTH,MATTAPOISETT,,,,,,9/18/14,3
71 NORTH,MATTAPOISETT,,,,,,9/18/14,3
76 NORTH,MATTAPOISETT,,,,,,9/18/14,3
83-85 NORTH,MATTAPOISETT,,,,,,9/18/14,3
13 PROSPECT,MATTAPOISETT,,,,,,9/18/14,3
7 PROSPECT,MATTAPOISETT,,,,,,9/18/14,3
12 RIVER,MATTAPOISETT,,,,,,9/18/14,3
7 UPLAND,MATTAPOISETT,,,,,,9/18/14,3
5 WINNATUXETT,MATTAPOISETT,,,,,,9/18/14,3
WINNATUXETT,MATTAPOISETT,,,,,,9/18/14,3
WINTERHILL,MATTAPOISETT,,,,,,9/18/14,3
20 YALE,MILFORD,,,,,,9/18/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/18/14,3
383 BELLEVILLE,NEW BEDFORD,,,,,,9/18/14,3
16 BERKELEY,SOMERVILLE,,,,,,9/18/14,3
58 BERKELEY,SOMERVILLE,,,,,,9/18/14,3
27 SCHOOL,SOMERVILLE,,,,,,9/18/14,3
1200 STATE,WORCESTER,,,,,,9/18/14,3
44 W-BOYLSTON,WORCESTER,,,,,,9/18/14,3
57-59 W-BOYLSTON,WORCESTER,,,,,,9/18/14,3
58 W-BOYLSTON,WORCESTER,,,,,,9/18/14,3
83 PAUL,DEDHAM,,,,,,9/17/14,3
12 BAKER,FAIRHAVEN,,,,,,9/17/14,3
12 BAKER,FAIRHAVEN,,,,,,9/17/14,3
7 BAKER,FAIRHAVEN,,,,,,9/17/14,3
43 CEDAR,FAIRHAVEN,,,,,,9/17/14,3
45 CEDAR,FAIRHAVEN,,,,,,9/17/14,3
55 CEDAR,FAIRHAVEN,,,,,,9/17/14,3
6 ELLIS,FAIRHAVEN,,,,,,9/17/14,3
121 FARMFIELD,FAIRHAVEN,,,,,,9/17/14,3
14 HARBOR-VIEW,FAIRHAVEN,,,,,,9/17/14,3
STETSON,FAIRHAVEN,,,,,,9/17/14,3
8 TURNER,FAIRHAVEN,,,,,,9/17/14,3
BELKNAP,FRAMINGHAM,,,,,,9/17/14,3
45 NEW-YORK,FRAMINGHAM,,,,,,9/17/14,3
WORCESTER,FRAMINGHAM,,,,,,9/17/14,3
8 DOYLE,HOPKINTON,,,,,,9/17/14,3
39 EAST-ST,MILFORD,,,,,,9/17/14,3
43 PURCHASE,MILFORD,,,,,,9/17/14,3
PURCHASE,MILFORD,,,,,,9/17/14,3
PURCHASE,MILFORD,,,,,,9/17/14,3
283 BROOKLINE,NEEDHAM,,,,,,9/17/14,3
293 BROOKLINE,NEEDHAM,,,,,,9/17/14,3
454 GROVE,NEEDHAM,,,,,,9/17/14,3
461 GROVE,NEEDHAM,,,,,,9/17/14,3
529 GROVE,NEEDHAM,,,,,,9/17/14,3
541 GROVE,NEEDHAM,,,,,,9/17/14,3
GROVE,NEEDHAM,,,,,,9/17/14,3
1801 ACUSHNET,NEW BEDFORD,@ BATES STREET,,,,,9/17/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/17/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/17/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/17/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/17/14,3
ACUSHNET,NEW BEDFORD,,,,,,9/17/14,3
25 HAWTHORNE,SOMERVILLE,,,,,,9/17/14,3
26 HAWTHORNE,SOMERVILLE,,,,,,9/17/14,3
62 PUTNAM,SOMERVILLE,,,,,,9/17/14,3
4 WILLIAM,UPTON,,,,,,9/17/14,3
480 W-BOYLSTON,WORCESTER,,,,,,9/17/14,3
NEAR 76 CHESTNUT,ASHLAND,,,,,,9/16/14,3
PROSPECT,CAMBRIDGE,@ HAMPSHIRE STREET,,,,,9/16/14,2
7 BRYANT,CAMBRIDGE,,,,,,9/16/14,3
16 FAYERWEATHER,CAMBRIDGE,,,,,,9/16/14,3
28 FAYERWEATHER,CAMBRIDGE,,,,,,9/16/14,3
FAYERWEATHER,CAMBRIDGE,,,,,,9/16/14,3
FAYERWEATHER,CAMBRIDGE,,,,,,9/16/14,3
58 CARNEGIE,DARTMOUTH,,,,,,9/16/14,3
9-11 CLEVELAND,DARTMOUTH,,,,,,9/16/14,3
9 PLEASANT,DARTMOUTH,,,,,,9/16/14,3
37 RICHFIELD,DARTMOUTH,,,,,,9/16/14,3
223 COLBURN,DEDHAM,,,,,,9/16/14,3
81 PACELLA,DEDHAM,,,,,,9/16/14,3
