ADDRESS,TOWN,INTERSECTION,CLASSIFIED,GRADE
399 PARK,WORCESTER,,3-Nov-14,3
400 PARK,WORCESTER,,3-Nov-14,3
509 PARK,WORCESTER,,3-Nov-14,3
OPP 442 PARK,WORCESTER,,3-Nov-14,3
PARK,WORCESTER,,3-Nov-14,3
PARK,WORCESTER,,3-Nov-14,3
137 PLEASANT,WORCESTER,,3-Nov-14,3
14 ARLINGTON,AUBURN,,4-Nov-14,3
123 BOYCE,AUBURN,,4-Nov-14,3
143 BOYCE,AUBURN,,4-Nov-14,3
158 BOYCE,AUBURN,,4-Nov-14,3
BOYCE,AUBURN,,4-Nov-14,3
BOYCE,AUBURN,,4-Nov-14,3
19 HILLIARD,CAMBRIDGE,,4-Nov-14,3
777 MEMORIAL,CAMBRIDGE,,4-Nov-14,3
17 CLAUDETTE,FRAMINGHAM,,4-Nov-14,3
26 LYMAN,FRAMINGHAM,,4-Nov-14,3
49 HAPGOOD,SHREWSBURY,,4-Nov-14,3
3 ARBOR VITAE,WORCESTER,,4-Nov-14,3
9 ARBOR VITAE,WORCESTER,,4-Nov-14,3
7 BLAIR,WORCESTER,,4-Nov-14,3
320 LINCOLN,WORCESTER,,4-Nov-14,3
354 LINCOLN,WORCESTER,,4-Nov-14,3
645 LINCOLN,WORCESTER,,4-Nov-14,3
340 PLANTATION,WORCESTER,,4-Nov-14,3
PLANTATION,WORCESTER,,4-Nov-14,3
PLANTATION,WORCESTER,,4-Nov-14,3
102 NORTH OXFORD,AUBURN,,5-Nov-14,3
32 PAKACHOAG,AUBURN,,5-Nov-14,3
65 SCHOOL,AUBURN,,5-Nov-14,3
27 SWORD,AUBURN,,5-Nov-14,3
33 SWORD,AUBURN,,5-Nov-14,3
36 SWORD,AUBURN,,5-Nov-14,3
20 WELLMAN,AUBURN,,5-Nov-14,3
28 WOODLAND,AUBURN,,5-Nov-14,3
2 BOSWORTH,FRAMINGHAM,,5-Nov-14,3
1339 OLD WORCESTER,FRAMINGHAM,,5-Nov-14,3
6 FARRIN,HYDE PARK,,5-Nov-14,3
60 COMMONS,SHREWSBURY,,5-Nov-14,3
32 WILLIAMS,UPTON,,5-Nov-14,3
42 WILLIAMS,UPTON,,5-Nov-14,3
36 CASCADE,WORCESTER,,5-Nov-14,3
JUDITH,WORCESTER,@ JUNE ST,5-Nov-14,3
388 JUNE,WORCESTER,,5-Nov-14,3
205 LINCOLN,WORCESTER,,5-Nov-14,3
228 LINCOLN,WORCESTER,,5-Nov-14,3
1256 MAIN,WORCESTER,,5-Nov-14,3
1296 MAIN,WORCESTER,,5-Nov-14,3
1340 MAIN,WORCESTER,,5-Nov-14,3
26 MARLAND,WORCESTER,,5-Nov-14,3
48 MARLAND,WORCESTER,,5-Nov-14,3
15 SOUTHBRIDGE,AUBURN,,6-Nov-14,3
SOUTHBRIDGE,AUBURN,,6-Nov-14,3
SOUTHBRIDGE,AUBURN,,6-Nov-14,3
667 WASHINGTON,AUBURN,,6-Nov-14,3
1977-1979 MASSACHUSETTS,CAMBRIDGE,,6-Nov-14,3
2013 MASSACHUSETTS,CAMBRIDGE,,6-Nov-14,3
27 SUNNYSIDE,HYDE PARK,,6-Nov-14,3
42 SUNNYSIDE,HYDE PARK,,6-Nov-14,3
602 BRIGHAM,MARLBORO,,6-Nov-14,3
100 GRACE,MARLBORO,,6-Nov-14,3
16 GRACE,MARLBORO,,6-Nov-14,3
MAPLE,MARLBORO,,6-Nov-14,3
27 PIONEER,MARLBORO,,6-Nov-14,3
37 PIONEER,MARLBORO,,6-Nov-14,3
26 WILSON,MARLBORO,,6-Nov-14,3
26 APT #9 WILSON,MARLBORO,,6-Nov-14,3
1-2 DARTMOUTH,MAYNARD,,6-Nov-14,3
OPP 3 CANAL,MILLBURY,,6-Nov-14,3
ELM,MILLBURY,,6-Nov-14,3
292 MAIN,NORTHBORO,,6-Nov-14,3
303 BOSTON,SHREWSBURY,,6-Nov-14,3
10-12 BOYLSTON,WORCESTER,,6-Nov-14,3
8 BOYLSTON,WORCESTER,,6-Nov-14,3
BOYLSTON,WORCESTER,,6-Nov-14,3
11 FIRGLADE,WORCESTER,,6-Nov-14,3
4 HARTSHORN,WORCESTER,,6-Nov-14,3
251 MAY,WORCESTER,,6-Nov-14,3
MAY,WORCESTER,,6-Nov-14,3
MAY,WORCESTER,@ MANOR ST,6-Nov-14,3
8 VAN,WORCESTER,,6-Nov-14,3
47 WILSON,WORCESTER,,6-Nov-14,3
19 BEACH,MILLBURY,,7-Nov-14,3
BRIGHTSIDE,MILLBURY,,7-Nov-14,3
22 CROYDEN,MILLBURY,,7-Nov-14,3
234 MILLBURY,MILLBURY,,7-Nov-14,3
256 MILLBURY,MILLBURY,,7-Nov-14,3
266 MILLBURY,MILLBURY,,7-Nov-14,3
274 MILLBURY,MILLBURY,,7-Nov-14,3
294 MILLBURY,MILLBURY,,7-Nov-14,3
316 MILLBURY,MILLBURY,,7-Nov-14,3
322 MILLBURY,MILLBURY,,7-Nov-14,3
ENGLEWOOD,WORCESTER,,7-Nov-14,3
15 FAIRFIELD,WORCESTER,,7-Nov-14,3
12 GLENDALE,WORCESTER,,7-Nov-14,3
163 GRAND,WORCESTER,,7-Nov-14,3
39 FAYERWEATHER,CAMBRIDGE,,10-Nov-14,3
30 GRASSMERE,HYDE PARK,,10-Nov-14,3
31 GRASSMERE,HYDE PARK,,10-Nov-14,3
48 BEACH,MILLBURY,,10-Nov-14,3
23 LESLIE,MILLBURY,,10-Nov-14,3
9 LINCOLN,MILLBURY,,10-Nov-14,3
MARTIN,MILLBURY,,10-Nov-14,3
30 SOUTH MAIN,MILLBURY,,10-Nov-14,3
26 SULLIVAN,MILLBURY,,10-Nov-14,3
9 SULLIVAN,MILLBURY,,10-Nov-14,3
SULLIVAN,MILLBURY,,10-Nov-14,3
144 FREMONT,WORCESTER,,10-Nov-14,3
445 LAKE,WORCESTER,,10-Nov-14,3
MASSACHUSETTS,CAMBRIDGE,,12-Nov-14,3
64 BEAVER PARK,FRAMINGHAM,,12-Nov-14,3
71A BEAVER PARK,FRAMINGHAM,,12-Nov-14,3
107 BEAVER TERRACE,FRAMINGHAM,,12-Nov-14,3
6 EXCHANGE,HOPKINTON,,12-Nov-14,3
43 GRASSMERE,HYDE PARK,,12-Nov-14,3
9 BURBANK,MILLBURY,,12-Nov-14,3
1 CANAL,MILLBURY,,12-Nov-14,3
13 CAPTAIN PETER SIMPSON,MILLBURY,,12-Nov-14,3
5 CHURCH,MILLBURY,,12-Nov-14,3
7 FONTAINE,MILLBURY,,12-Nov-14,3
8 FONTAINE,MILLBURY,,12-Nov-14,3
38 HIGH,MILLBURY,,12-Nov-14,3
194 COLONY,PLYMOUTH,,12-Nov-14,3
14 SAVERY,PLYMOUTH,,12-Nov-14,3
78 WASHINGTON,SHREWSBURY,,12-Nov-14,3
WASHINGTON,SHREWSBURY,,12-Nov-14,3
119-121 HOPE,WORCESTER,,12-Nov-14,3
376 MAY,WORCESTER,,12-Nov-14,3
398 MAY,WORCESTER,,12-Nov-14,3
MAY,WORCESTER,,12-Nov-14,3
WILLOW,CAMBRIDGE,,13-Nov-14,3
190 ARTHUR,FRAMINGHAM,,13-Nov-14,3
300 GRANT,FRAMINGHAM,,13-Nov-14,3
99 MANSFIELD,FRAMINGHAM,,13-Nov-14,3
50 VAN BRUNT,HYDE PARK,,13-Nov-14,3
119 WINDHAM,HYDE PARK,,13-Nov-14,3
23 WINDHAM,HYDE PARK,,13-Nov-14,3
129 WOOD,HYDE PARK,,13-Nov-14,3
13-15 POWDER MILL,MAYNARD,,13-Nov-14,3
30 GRAFTON,MILLBURY,,13-Nov-14,3
GRAFTON,MILLBURY,,13-Nov-14,3
GRAFTON,MILLBURY,,13-Nov-14,3
27 PROVIDENCE,MILLBURY,,13-Nov-14,3
PROVIDENCE,MILLBURY,,13-Nov-14,3
PROVIDENCE,MILLBURY,,13-Nov-14,3
SUMMER,MILLBURY,,13-Nov-14,3
126 WEST MAIN,MILLBURY,,13-Nov-14,3
189 WEST MAIN,MILLBURY,,13-Nov-14,3
70 WORCESTER,MILLBURY,,13-Nov-14,3
27 COLONIAL,WORCESTER,,13-Nov-14,3
HADWEN,WORCESTER,,13-Nov-14,3
5 HAVELOCK,WORCESTER,,13-Nov-14,3
286 HIGHLAND,WORCESTER,,13-Nov-14,3
328 HIGHLAND,WORCESTER,,13-Nov-14,3
334 HIGHLAND,WORCESTER,,13-Nov-14,3
HIGHLAND,WORCESTER,@ HIGHLAND TER,13-Nov-14,3
HOWLAND,WORCESTER,@ PLEASANT ST,13-Nov-14,3
33 MONROE,WORCESTER,,13-Nov-14,3
715 PLEASANT,WORCESTER,,13-Nov-14,3
756 PLEASANT,WORCESTER,,13-Nov-14,3
441 TEMPLE,WORCESTER,,13-Nov-14,3
PLYMOUTH,CAMBRIDGE,,14-Nov-14,3
WINDSOR,CAMBRIDGE,,14-Nov-14,3
134 HAYDEN ROWE,HOPKINTON,,14-Nov-14,3
27 HALSEY,HYDE PARK,,14-Nov-14,3
1-7 BRIERLY,MILLBURY,,14-Nov-14,3
23 ELMWOOD,MILLBURY,,14-Nov-14,3
58-64 HORNE,MILLBURY,,14-Nov-14,3
49 MAPLE,MILLBURY,,14-Nov-14,3
28 SUTTON,MILLBURY,,14-Nov-14,3
4-6 SUTTON,MILLBURY,,14-Nov-14,3
THOMAS HILL,MILLBURY,,14-Nov-14,3
WHEELOCK,MILLBURY,,14-Nov-14,3
70 CRESCENT,WEST BOYLSTON,,14-Nov-14,3
8 OLDE HICKORY,WESTBOROUGH,,14-Nov-14,3
535 CHANDLER,WORCESTER,,14-Nov-14,3
DANFORTH,CAMBRIDGE,,17-Nov-14,3
2 DIVINITY,CAMBRIDGE,,17-Nov-14,3
18 ELLSWORTH,CAMBRIDGE,,17-Nov-14,3
188 FRANKLIN,CAMBRIDGE,,17-Nov-14,3
113 INMAN,CAMBRIDGE,,17-Nov-14,3
15 INMAN,CAMBRIDGE,,17-Nov-14,3
202 RIVER,CAMBRIDGE,,17-Nov-14,3
330 RIVER,CAMBRIDGE,,17-Nov-14,3
149-151 WINDSOR,CAMBRIDGE,,17-Nov-14,3
25-27 HERBERT,FRAMINGHAM,,17-Nov-14,3
11 ROYCE,FRAMINGHAM,,17-Nov-14,3
98 HIGHLAND,HYDE PARK,,17-Nov-14,3
2 EAST BOSTON POST,MARLBORO,,17-Nov-14,3
547 EAST BOSTON POST,MARLBORO,,17-Nov-14,3
EAST BOSTON POST,MARLBORO,,17-Nov-14,3
178 EAST MAIN,MARLBORO,,17-Nov-14,3
9 EAST MAIN,MARLBORO,,17-Nov-14,3
280 APT 33 ELM,MARLBORO,,17-Nov-14,3
280 APT 36 ELM,MARLBORO,,17-Nov-14,3
237 MILLHAM,MARLBORO,,17-Nov-14,3
125 NORTH MAIN,MILLBURY,,17-Nov-14,3
154 NORTH MAIN,MILLBURY,,17-Nov-14,3
163 NORTH MAIN,MILLBURY,,17-Nov-14,3
178 NORTH MAIN,MILLBURY,,17-Nov-14,3
187 NORTH MAIN,MILLBURY,,17-Nov-14,3
29 NORTH MAIN,MILLBURY,,17-Nov-14,3
56 NORTH MAIN,MILLBURY,,17-Nov-14,3
NORTH MAIN,MILLBURY,,17-Nov-14,3
BODEN,NATICK,,17-Nov-14,3
44 HARTFORD,NATICK,,17-Nov-14,3
11 STRATFORD,NATICK,,17-Nov-14,3
9 STRATFORD,NATICK,,17-Nov-14,3
15 SHERWOOD,SHREWSBURY,,17-Nov-14,3
7 MEADOW,CAMBRIDGE,,18-Nov-14,3
27 BELVIDERE,FRAMINGHAM,,18-Nov-14,3
673 CONCORD,FRAMINGHAM,,18-Nov-14,3
CONCORD,FRAMINGHAM,,18-Nov-14,3
19 DUFFETT,FRAMINGHAM,,18-Nov-14,3
1495 GRAFTON,MILLBURY,,18-Nov-14,3
41 RIVERLIN,MILLBURY,,18-Nov-14,3
RIVERLIN,MILLBURY,,18-Nov-14,3
11 FULTON,PLYMOUTH,,18-Nov-14,3
20 OLD PROVIDENCE,SUTTON,,18-Nov-14,3
OLD PROVIDENCE,SUTTON,,18-Nov-14,3
OLD PROVIDENCE,SUTTON,,18-Nov-14,3
OLD PROVIDENCE,SUTTON,,18-Nov-14,3
OLD PROVIDENCE,SUTTON,,18-Nov-14,3
334 CHANDLER,WORCESTER,,18-Nov-14,3
36 HAWTHORNE,CAMBRIDGE,,19-Nov-14,3
BETHANY,FRAMINGHAM,,19-Nov-14,3
155-157 CEDAR,FRAMINGHAM,,19-Nov-14,3
95 CEDAR,FRAMINGHAM,,19-Nov-14,3
HELEN,MARLBORO,,19-Nov-14,3
22 ASHLAND,SOMERVILLE,,19-Nov-14,3
BOSTON,SUTTON,,19-Nov-14,3
68 PROVIDENCE,SUTTON,,19-Nov-14,3
PROVIDENCE,SUTTON,,19-Nov-14,3
PROVIDENCE,SUTTON,,19-Nov-14,3
PROVIDENCE,SUTTON,,19-Nov-14,3
24 BLUE RIDGE,WEST BOYLSTON,,19-Nov-14,3
DANIELIAN,WEST BOYLSTON,,19-Nov-14,3
DANIELIAN,WEST BOYLSTON,,19-Nov-14,3
88 CHANDLER,WORCESTER,,19-Nov-14,3
421 MASSASOIT,WORCESTER,,19-Nov-14,3
333 FAUNCE CORNER,DARTMOUTH,,20-Nov-14,3
35 NEWTON,FRAMINGHAM,,20-Nov-14,3
400 NICKERSON,MARLBORO,,20-Nov-14,3
97 RAFFAELE,MARLBORO,,20-Nov-14,3
11 SHERMAN,MAYNARD,,20-Nov-14,3
24 BOWEN,WEST BOYLSTON,,20-Nov-14,3
19 BRANDYWINE,WEST BOYLSTON,,20-Nov-14,3
CHURCH,WEST BOYLSTON,,20-Nov-14,3
FRANKLIN,WEST BOYLSTON,,20-Nov-14,3
9 MAPLE,WEST BOYLSTON,,20-Nov-14,3
5 PAUL X TIVNAN,WEST BOYLSTON,,20-Nov-14,3
31 FALMOUTH,WORCESTER,,20-Nov-14,3
79 DUNSTER,FRAMINGHAM,,21-Nov-14,3
109 EDGEWATER,FRAMINGHAM,,21-Nov-14,3
115 EDGEWATER,FRAMINGHAM,,21-Nov-14,3
WATER,FRAMINGHAM,,21-Nov-14,3
495 WINTER,FRAMINGHAM,,21-Nov-14,3
555 WINTER,FRAMINGHAM,,21-Nov-14,3
WINTER,FRAMINGHAM,,21-Nov-14,3
WINTER,FRAMINGHAM,,21-Nov-14,3
WINTER,FRAMINGHAM,@ RUSSELL RD,21-Nov-14,3
804 HYDE PARK,HYDE PARK,,21-Nov-14,3
62 WEST CENTRAL,NATICK,,21-Nov-14,3
5 LASCALA,PLYMOUTH,,21-Nov-14,3
17 EVANS,WEST BOYLSTON,,21-Nov-14,3
21 EVANS,WEST BOYLSTON,,21-Nov-14,3
235 LANCASTER,WEST BOYLSTON,,21-Nov-14,3
237 LANCASTER,WEST BOYLSTON,,21-Nov-14,3
304 LANCASTER,WEST BOYLSTON,,21-Nov-14,3
LANCASTER,WEST BOYLSTON,,21-Nov-14,3
41 PROSPECT,WEST BOYLSTON,,21-Nov-14,3
2 CORNELL,WORCESTER,,21-Nov-14,3
14 CREST,WORCESTER,,21-Nov-14,3
48 CREST,WORCESTER,,21-Nov-14,3
8 CREST,WORCESTER,,21-Nov-14,3
19 CROWN,WORCESTER,,21-Nov-14,3
21-23 CROWN,WORCESTER,,21-Nov-14,3
13 CROYDON,WORCESTER,,21-Nov-14,3
20 CRYSTAL,WORCESTER,,21-Nov-14,3
34 CRYSTAL,WORCESTER,,21-Nov-14,3
3 CUTTING,WORCESTER,,21-Nov-14,3
HIGHLAND,WORCESTER,,21-Nov-14,3
11 SEVER,WORCESTER,,21-Nov-14,3
GARDEN,CAMBRIDGE,,24-Nov-14,3
GARDEN,CAMBRIDGE,,24-Nov-14,3
1 WENHAM,CARVER,,24-Nov-14,3
20 ADAMS,MARLBORO,,24-Nov-14,3
137 BEACH,MARLBORO,,24-Nov-14,3
294 DICENZO,MARLBORO,,24-Nov-14,3
389 HOSMER,MARLBORO,,24-Nov-14,3
133 KOSMAS,MARLBORO,,24-Nov-14,3
59 NEIL,MARLBORO,,24-Nov-14,3
43 SUDBURY,MAYNARD,,24-Nov-14,3
8 SUDBURY,MAYNARD,,24-Nov-14,3
ELIOT,NATICK,,24-Nov-14,3
39 OLMSTED,PLYMOUTH,,24-Nov-14,3
53 RUSSELL,PLYMOUTH,,24-Nov-14,3
51 NEWTON,WEST BOYLSTON,,24-Nov-14,3
7 NEWTON,WEST BOYLSTON,,24-Nov-14,3
114 WORCESTER,WEST BOYLSTON,,24-Nov-14,3
24 WORCESTER,WEST BOYLSTON,,24-Nov-14,3
27 WORCESTER,WEST BOYLSTON,,24-Nov-14,3
35 WORCESTER,WEST BOYLSTON,,24-Nov-14,3
16 LENOX,WORCESTER,,24-Nov-14,3
21 SALEM END,FRAMINGHAM,,25-Nov-14,3
334 SALEM END,FRAMINGHAM,,25-Nov-14,3
57 SALEM END,FRAMINGHAM,,25-Nov-14,3
600 SALEM END,FRAMINGHAM,,25-Nov-14,3
329 SINGLETARY,FRAMINGHAM,,25-Nov-14,3
1171 HYDE PARK,HYDE PARK,,25-Nov-14,3
262 KINGS GRANT,MARLBORO,,25-Nov-14,3
565-571 BOSTON,SHREWSBURY,,25-Nov-14,3
NEWTON,WEST BOYLSTON,,25-Nov-14,3
504 PROSPECT,WEST BOYLSTON,,25-Nov-14,3
516 PROSPECT,WEST BOYLSTON,,25-Nov-14,3
184 WEST BOYLSTON,WEST BOYLSTON,,25-Nov-14,3
65 WEST BOYLSTON,WEST BOYLSTON,,25-Nov-14,3
65 WEST BOYLSTON,WEST BOYLSTON,,25-Nov-14,3
3 DOUGLAS,WORCESTER,,25-Nov-14,3
33 DOUGLAS,WORCESTER,,25-Nov-14,3
22 IONIC,WORCESTER,,25-Nov-14,3
339 HOLDEN,HOLDEN,,26-Nov-14,3
81 HOLDEN,HOLDEN,,26-Nov-14,3
1779 MAIN,HOLDEN,,26-Nov-14,3
MAIN,HOLDEN,,26-Nov-14,3
39 OAK,HOLDEN,,26-Nov-14,3
59 PAUGUS,HOLDEN,,26-Nov-14,3
WOODRIDGE,HOLDEN,,26-Nov-14,3
52 CHANDLER,MARLBORO,,26-Nov-14,3
2 HAYDEN,MARLBORO,,26-Nov-14,3
33 HAYES MEMORIAL,MARLBORO,,26-Nov-14,3
84 HIGHLAND,MARLBORO,,26-Nov-14,3
131 LEOLEIS,MARLBORO,,26-Nov-14,3
5 LINCOLN,MARLBORO,,26-Nov-14,3
71 RICE,MARLBORO,,26-Nov-14,3
168 RIDGE,MARLBORO,,26-Nov-14,3
16 MAINE,NATICK,,26-Nov-14,3
20 OVERBROOK,NATICK,,26-Nov-14,3
OVERBROOK,NATICK,,26-Nov-14,3
15 DUSTIN,WORCESTER,,26-Nov-14,3
39 DUSTIN,WORCESTER,,26-Nov-14,3
52 HOUSATONIC,WORCESTER,,26-Nov-14,3
64 HOUSATONIC,WORCESTER,,26-Nov-14,3
68 HOUSATONIC,WORCESTER,,26-Nov-14,3
1 IONIC,WORCESTER,,26-Nov-14,3
443-445 LAKE,WORCESTER,,26-Nov-14,3
85 LOCUST,WORCESTER,,26-Nov-14,3
18 EXPLORERS,HOLDEN,,28-Nov-14,3
176 RESERVOIR,HOLDEN,,28-Nov-14,3
562 SHREWSBURY,HOLDEN,,28-Nov-14,3
41 WINFIELD,HOLDEN,,28-Nov-14,3
93 WINFIELD,HOLDEN,,28-Nov-14,3
WINFIELD,HOLDEN,,28-Nov-14,3
42 BOUDREAU,MARLBORO,,28-Nov-14,3
35 EVELINA,MARLBORO,,28-Nov-14,3
242 HUDSON,MARLBORO,,28-Nov-14,3
10 PETERS,MARLBORO,,28-Nov-14,3
20 PORTER,MARLBORO,,28-Nov-14,3
98 SANDINI,MARLBORO,,28-Nov-14,3
41 SCHOFIELD,MARLBORO,,28-Nov-14,3
49 WARREN,MARLBORO,,28-Nov-14,3
31 COMMONWEALTH,WORCESTER,,28-Nov-14,3
ENID,WORCESTER,@ BENHAM ST,28-Nov-14,3
MEADOW,MARLBORO,,1-Dec-14,3
81 RAFFAELE,MARLBORO,,1-Dec-14,3
UNION,MARLBORO,,1-Dec-14,3
1079 BRALEY,NEW BEDFORD,,1-Dec-14,3
10 CHURCH,NORTHBORO,,1-Dec-14,3
ALMONT,WORCESTER,@ HAMILTON ST,1-Dec-14,3
1432 MAIN,WORCESTER,,1-Dec-14,3
1442 MAIN,WORCESTER,,1-Dec-14,3
1511 MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
MAIN,WORCESTER,,1-Dec-14,3
310 PLANTATION,WORCESTER,,1-Dec-14,3
799 CONCORD,CAMBRIDGE,,2-Dec-14,3
17 JOYCE,HYDE PARK,,2-Dec-14,3
451 BOLTON,MARLBORO,,2-Dec-14,3
286 EAST BOSTON POST,MARLBORO,,2-Dec-14,3
496 EAST BOSTON POST,MARLBORO,,2-Dec-14,3
21 GENERAL,SHREWSBURY,,2-Dec-14,3
32 EAGLE,WORCESTER,,2-Dec-14,3
61 EAGLE,WORCESTER,,2-Dec-14,3
87 EAGLE,WORCESTER,,2-Dec-14,3
OPP 46 EAGLE,WORCESTER,,2-Dec-14,3
29 FALMOUTH,WORCESTER,,2-Dec-14,3
19 FIRGLADE,WORCESTER,,2-Dec-14,3
90 HOLDEN,WORCESTER,,2-Dec-14,3
MAIN,WORCESTER,,2-Dec-14,3
11 MATTSON,WORCESTER,,2-Dec-14,3
7 MATTSON,WORCESTER,,2-Dec-14,3
5 MILLBROOK,WORCESTER,,2-Dec-14,3
3 MOSS,WORCESTER,,2-Dec-14,3
359 SHREWSBURY,WORCESTER,,2-Dec-14,3
151 WEST BOYLSTON,WORCESTER,,2-Dec-14,3
2 WILLARD,WORCESTER,,2-Dec-14,3
165 FOREST,MARLBORO,,3-Dec-14,3
219 FOREST,MARLBORO,,3-Dec-14,3
1306 GREAT PLAIN,NEEDHAM,,3-Dec-14,3
57 ROSEMARY,NEEDHAM,,3-Dec-14,3
44 WASHINGTON,SHREWSBURY,,3-Dec-14,3
25 DUXBURY,WORCESTER,,3-Dec-14,3
10 GOLDTHWAITE,WORCESTER,,3-Dec-14,3
22 GOLDTHWAITE,WORCESTER,,3-Dec-14,3
GOLDTHWAITE,WORCESTER,,3-Dec-14,3
GREEN HILL,WORCESTER,,3-Dec-14,3
347 GREENWOOD,WORCESTER,,3-Dec-14,3
348 GREENWOOD,WORCESTER,,3-Dec-14,3
15 MERTON,WORCESTER,,3-Dec-14,3
266 MASSACHUSETTS,CAMBRIDGE,,4-Dec-14,3
4 LAWTON,HYDE PARK,,4-Dec-14,3
4 LEWISTON,HYDE PARK,,4-Dec-14,3
MANNING,NEEDHAM,,4-Dec-14,3
59 WEBSTER,NEEDHAM,,4-Dec-14,3
337 WEST,NEEDHAM,,4-Dec-14,3
97 EPWORTH,WORCESTER,,4-Dec-14,3
1 GUILD,WORCESTER,,4-Dec-14,3
6 GUILD,WORCESTER,,4-Dec-14,3
5 HAVELOCK,WORCESTER,,4-Dec-14,3
67 HENSHAW,WORCESTER,,4-Dec-14,3
91 HOUGHTON,WORCESTER,,4-Dec-14,3
24 MARION,WORCESTER,,4-Dec-14,3
25 MARION,WORCESTER,,4-Dec-14,3
36 MORELAND,WORCESTER,,4-Dec-14,3
52 MORELAND,WORCESTER,,4-Dec-14,3
PARK TERRACE,WORCESTER,@ HEYWOOD ST,4-Dec-14,3
PROVIDENCE,WORCESTER,@ UNION PL,4-Dec-14,3
81 SUMMER,WORCESTER,,4-Dec-14,3
1480-1482 CAMBRIDGE,CAMBRIDGE,,5-Dec-14,3
50 FRESH POND,CAMBRIDGE,,5-Dec-14,3
66 FRESH POND,CAMBRIDGE,,5-Dec-14,3
81 FRESH POND,CAMBRIDGE,,5-Dec-14,3
87 FRESH POND,CAMBRIDGE,,5-Dec-14,3
99 FRESH POND,CAMBRIDGE,,5-Dec-14,3
16 HENDERSON,NEEDHAM,,5-Dec-14,3
362 MANNING,NEEDHAM,,5-Dec-14,3
52 MAYO,NEEDHAM,,5-Dec-14,3
233 NEHOIDEN,NEEDHAM,,5-Dec-14,3
65 YALE,NEEDHAM,,5-Dec-14,3
134 SOUTH SECOND,NEW BEDFORD,,5-Dec-14,3
116 FARRAR,WORCESTER,,5-Dec-14,3
182 JUNE,WORCESTER,,5-Dec-14,3
244 JUNE,WORCESTER,,5-Dec-14,3
250 JUNE,WORCESTER,,5-Dec-14,3
253 JUNE,WORCESTER,,5-Dec-14,3
370 JUNE,WORCESTER,,5-Dec-14,3
90 KENBERMA,WORCESTER,,5-Dec-14,3
MASSASOIT,WORCESTER,,5-Dec-14,3
245 HAMPSHIRE,CAMBRIDGE,,8-Dec-14,3
HAMPSHIRE,CAMBRIDGE,,8-Dec-14,3
HAMPSHIRE,CAMBRIDGE,,8-Dec-14,3
77 BARBER,FRAMINGHAM,,8-Dec-14,3
CURRIER,FRAMINGHAM,,8-Dec-14,3
15 FAIRBANKS,FRAMINGHAM,,8-Dec-14,3
7 FAIRFIELD,FRAMINGHAM,,8-Dec-14,3
23 FOSTER,FRAMINGHAM,,8-Dec-14,3
5 HASTINGS,FRAMINGHAM,,8-Dec-14,3
6 HASTINGS,FRAMINGHAM,,8-Dec-14,3
60 HASTINGS,FRAMINGHAM,,8-Dec-14,3
8 HASTINGS,FRAMINGHAM,,8-Dec-14,3
57 BLANCHETTE,MARLBORO,,8-Dec-14,3
FAIRHAVEN,MATTAPOISETT,,8-Dec-14,3
1 PERCIVAL,MAYNARD,,8-Dec-14,3
538 HARTFORD,SHREWSBURY,,8-Dec-14,3
121 ILLINOIS,WORCESTER,,8-Dec-14,3
ILLINOIS,WORCESTER,,8-Dec-14,3
2B KNOX,WORCESTER,,8-Dec-14,3
69 LOXWOOD,WORCESTER,,8-Dec-14,3
101-103 LUDLOW,WORCESTER,,8-Dec-14,3
31 LUDLOW,WORCESTER,,8-Dec-14,3
OPP 44 LUDLOW,WORCESTER,,8-Dec-14,3
LUDLOW,WORCESTER,,8-Dec-14,3
1000 MASSACHUSETTS,CAMBRIDGE,,9-Dec-14,3
102-104 PEARL,CAMBRIDGE,,9-Dec-14,3
144 PROSPECT,CAMBRIDGE,,9-Dec-14,3
CLARKE,MARLBORO,,9-Dec-14,3
53 EVELINA,MARLBORO,,9-Dec-14,3
HUDSON,MARLBORO,,9-Dec-14,3
18 SANDINI,MARLBORO,,9-Dec-14,3
123 WEST BOSTON POST,MARLBORO,,9-Dec-14,3
46 HOUSATONIC,WORCESTER,,9-Dec-14,3
27 IVERNIA,WORCESTER,,9-Dec-14,3
IVERNIA,WORCESTER,,9-Dec-14,3
OPP 33 JEFFERSON,WORCESTER,,9-Dec-14,3
443 LAKE,WORCESTER,,9-Dec-14,3
LAKE,WORCESTER,AT HAMILTON,9-Dec-14,3
284 LAKE,WORCESTER,,9-Dec-14,3
BROADWAY,CAMBRIDGE,,10-Dec-14,3
47 ELM,SHREWSBURY,,10-Dec-14,3
125 ENDICOTT,WORCESTER,,10-Dec-14,3
FOX,WORCESTER,,10-Dec-14,3
36 HANCOCK HILL,WORCESTER,,10-Dec-14,3
5 HANCOCK HILL,WORCESTER,,10-Dec-14,3
144 HEYWOOD,WORCESTER,,10-Dec-14,3
HIGH,WORCESTER,,10-Dec-14,3
OPP 82 IDALLA,WORCESTER,,10-Dec-14,3
1 JACKSON,WORCESTER,,10-Dec-14,3
