ADDRESS,TOWN,INTERSECTION,REPAIRED,GRADE
14 ELLICOTT,NEEDHAM,EDGEWOOD ST,28-Sep-15,2
19 KENILWORTH,WORCESTER,KENSINGTON HGTS,19-Oct-15,2
316 RINDGE,CAMBRIDGE,,13-May-15,1
35-117 BOATWRIGHT'S LOOP,PLYMOUTH,,13-May-15,1
45 TARBOX,DEDHAM,,14-May-15,2
492 HOSMER,MARLBORO,PRINCESS RD,15-May-15,2
83 FAIRHAVEN,MATTAPOISETT,MATTAPOISETT NECK RD,1-Jun-15,2
13 NOKOMIS,MARION,,10-Jun-15,2
75 PLEASANT,WORCESTER,CHESTNUT ST,15-Sep-15,2
147 CANTERBURY,WORCESTER,,9-Nov-15,2
243 CANTERBURY,WORCESTER,,14-Nov-15,2
175 FAYERWEATHER,CAMBRIDGE,,14-May-15,2
25 KINSMAN,NATICK,,14-May-15,1
107 NORTH MAIN,NATICK,,14-May-15,2
CRYSTAL,WORCESTER,@ ILLINOIS ST,14-May-15,1
43 VETERANS,DEDHAM,,15-May-15,1
11 HURON,CAMBRIDGE,RAYMOND ST,8-Dec-15,2
13 DARLING,ACUSHNET,,15-May-15,2
54 HAMPTON,NEEDHAM,ELLIS ST,15-May-15,1
986 TERRY,NEW BEDFORD,,15-May-15,2
2088 MASSACHUSETTS,CAMBRIDGE,WALDEN ST,18-May-15,1
357 MOWER,WORCESTER,WESTMORELAND DR,22-May-15,2
9 GRANT,MILFORD,,26-May-15,2
113 AMES,DEDHAM,,16-May-15,1
178 PROUTY,WORCESTER,,16-May-15,1
113 AMES,DEDHAM,,24-Oct-15,2
6 FRANKLIN,DARTMOUTH,,18-May-15,1
9 MAIN,KINGSTON,,18-May-15,1
14 UNION,NEEDHAM,CRESCENT RD,19-May-15,1
10 MAIN,KINGSTON,PECK ST,29-May-15,2
80 ROBINWOOD,DEDHAM,,19-May-15,2
6 FRANKLIN,DARTMOUTH,MIDDLE ST,20-May-15,2
19 CHIPMAN,KINGSTON,,5-Jun-15,2
74 ROBINWOOD,DEDHAM,,10-Jun-15,2
71 PAUL,DEDHAM,,17-Oct-15,2
31 MOUNT PLEASANT,MARLBORO,,20-May-15,1
319 SPEEN,NATICK,SUPERIOR DR,20-May-15,1
50 WEBSTER,SOMERVILLE,PROSPECT ST,20-May-15,2
52-56 CHANDLER,WORCESTER,IRVING ST,20-May-15,1
24 CLINTON,CAMBRIDGE,MASS AVE,21-May-15,1
673 CONCORD,FRAMINGHAM,CORREGIDOR RD,21-May-15,1
16 CROSS,GRAFTON,,21-May-15,1
23 RANLEY,HYDE PARK,,21-May-15,2
71 MAIN,KINGSTON,ROYAL BURGUNDY LN,27-Jul-15,2
6 WOODVIEW,HOPKINTON,,27-May-15,2
586 ELM,NEW BEDFORD,,27-May-15,2
679 WORCESTER,NATICK,WETHERSFIELD RD,1-Dec-15,2
42372 ENAYA,WORCESTER,,23-May-15,1
42372 ENAYA,WORCESTER,,24-May-15,1
28 RIVERSIDE,KINGSTON,WILLOW ST,26-May-15,1
19 COLLINS,NEW BEDFORD,GLOVER ST,26-May-15,2
107 SCHOOL,FRAMINGHAM,COTTAGE ST,17-Jul-15,2
114 WATER,MILFORD,PROSPECT ST,8-Dec-15,2
87 MOHAWK,HOLLISTON,,10-Jun-15,2
160 CENTRAL,MILFORD,SOUTH BOW,12-Dec-15,2
300 FIRST,NEEDHAM,,23-Dec-15,2
170-174 MAIN,MILFORD,,28-May-15,1
CRYSTAL,WORCESTER,@ ILLINOIS ST,28-May-15,1
10 COTTAGE,CAMBRIDGE,PEARL ST,7-Nov-15,2
175 BEACH,MARLBORO,,19-Nov-15,2
240 DANFORTH,FRAMINGHAM,,29-May-15,1
17 SUMMER,KINGSTON,CENTER ST,29-May-15,1
61 SOUTH MAIN,NATICK,WHALEN LN,29-May-15,1
DAVID,NEW BEDFORD,COUNTY ST,29-May-15,2
688 COUNTY,NEW BEDFORD,,29-May-15,2
10R LEWIS,PLYMOUTH,BAY VIEW ST,29-May-15,1
CHILDS,SHREWSBURY,,29-May-15,1
31 WEST CENTRAL,NATICK,SPRING ST,21-Dec-15,2
72-74 KIRKLAND,CAMBRIDGE,,30-May-15,1
730 PLEASANT,WORCESTER,HUNTLEY ST,30-May-15,1
8 BILTMORE,WORCESTER,,31-May-15,1
205B RINDGE,CAMBRIDGE,,1-Jun-15,1
79 KENDALL,FRAMINGHAM,ALLA ST,1-Jun-15,1
40 RIVERPATH,FRAMINGHAM,,1-Jun-15,1
270 MAIN,MILFORD,,1-Jun-15,1
1594 GREAT PLAIN,NEEDHAM,,1-Jun-15,2
60 QUINAPOXET,WORCESTER,,5-Oct-15,2
7 MARCY,WORCESTER,WAMSUTTA AVE,3-Jun-15,1
186 DOMINION,WORCESTER,,3-Jun-15,1
119 HOPE,WORCESTER,TROWBRIDGE CT,5-Jun-15,2
407 COOK,MARLBORO,BLAKE CIR,2-Jul-15,2
412 COOK,MARLBORO,BLAKE CIR,8-Jul-15,2
350 MASSACHUSETTS,CAMBRIDGE,,13-Nov-15,2
388 COOK,MARLBORO,SUNSHINE DR,23-Nov-15,2
199 DANFORTH,FRAMINGHAM,,4-Jun-15,1
35 HALSEY,HYDE PARK,,4-Jun-15,2
58 PINE,NATICK,@ DARBY CT,4-Jun-15,1
127 MAXFIELD,NEW BEDFORD,,4-Jun-15,2
157 MAXFIELD,NEW BEDFORD,,4-Jun-15,2
76 LINCOLN,NORTHBORO,,4-Jun-15,1
WINTHROP,WORCESTER,@ PROVIDENCE ST,4-Jun-15,1
9 PORTER,SOMERVILLE,,8-Jul-15,2
161 SUMMER,KINGSTON,,27-Jul-15,2
16 BERKELEY,FRAMINGHAM,,24-Oct-15,2
FLAGG,WORCESTER,@ 2 HIGHRIDGE RD,27-Oct-15,2
106 CEDAR,FRAMINGHAM,,13-Nov-15,2
77 BARBER,FRAMINGHAM,,23-Jun-15,2
940 PLEASANT,WORCESTER,S. FLAGG ST,3-Nov-15,2
145 OAK,NATICK,,7-Jun-15,1
303 COLUMBIA,CAMBRIDGE,,8-Jun-15,1
18 SOUTH,MARION,,8-Jun-15,1
38 ELLICOTT,NEEDHAM,,8-Jun-15,1
23 NELSON,NEW BEDFORD,,8-Jun-15,2
170 HIGHLAND,NEW BEDFORD,,8-Jun-15,2
411 CEDAR,NEW BEDFORD,,8-Jun-15,2
6 GENEVA,WORCESTER,CHANDLER ST,27-Jul-15,2
182 SUMMER,KINGSTON,,4-Aug-15,2
21 TARKILN,KINGSTON,SUMMER ST,4-Aug-15,2
8 LORDVALE,GRAFTON,,6-Aug-15,2
16-18 HIGH,MARLBORO,,9-Jun-15,1
17 POND,MILFORD,,9-Jun-15,1
416-418 SUMMER,NEW BEDFORD,LINDEN ST,9-Jun-15,2
2A BAILIN,GRAFTON,,6-Aug-15,2
MAIN,WORCESTER,@ DOWNING ST,3-Nov-15,2
3 NORTH MAIN,GRAFTON,BRIDGE ST,10-Jun-15,1
54-E PEMBROKE,KINGSTON,GROVE ST,10-Jun-15,1
118 FAIRFIELD,WORCESTER,PARK AVE,10-Jun-15,1
COLBURN,DEDHAM,@ WHITEHALL ST,11-Jun-15,1
37 OLIVER,FRAMINGHAM,,11-Jun-15,2
69 VINE,NEW BEDFORD,,11-Jun-15,2
399 SUMMER,NEW BEDFORD,,11-Jun-15,2
45 CEDAR,FAIRHAVEN,,19-Aug-15,2
138 MOUNT AUBURN,CAMBRIDGE,HILLIARD ST,25-Aug-15,2
299 LOVELL,WORCESTER,LAWNFAIR ST,26-Sep-15,2
7 LINCOLN,GRAFTON,SAMUEL DR,31-Oct-15,2
79 MAIN,FRAMINGHAM,,12-Jun-15,1
656 FARM,MARLBORO,,12-Jun-15,1
38 PILGRIM,NATICK,,12-Jun-15,1
79 FARMINGTON,MARLBORO,,22-Jun-15,2
4 WILLIAMS,UPTON,MAIN ST,15-Jul-15,2
20 OXFORD,NATICK,WHITTIER RD,21-Oct-15,2
SECOND,FRAMINGHAM,BEAVER PARK DR,23-Nov-15,2
945 MEMORIAL,CAMBRIDGE,COWPERTHWAITE ST,13-Jun-15,1
24 HIGHLAND,CAMBRIDGE,APPLETON ST,6-Jul-15,2
124 MOHAWK,HOLLISTON,,15-Jun-15,1
397 METROPOLITAN,HYDE PARK,ABBORFIELD ST,15-Jun-15,1
184 DAVIS,NEW BEDFORD,,15-Jun-15,1
41 ROSEMARY,NEEDHAM,WEBSTER ST,13-Oct-15,2
23-29 SURREY,CAMBRIDGE,BANKS ST,16-Jun-15,1
181 FAUNCE CORNER,DARTMOUTH,,16-Jun-15,1
DEDHAM,DEDHAM,GEORGETOWN DR,16-Jun-15,1
24 MARIAN,FRAMINGHAM,PICARD TER,16-Jun-15,1
90 PROVIDENCE,GRAFTON,,16-Jun-15,1
1116 HYDE PARK,HYDE PARK,TEMP,16-Jun-15,2
4 BATES,CAMBRIDGE,AVON HILL ST,17-Jun-15,2
32 MARIAN,FRAMINGHAM,BEAVER PARK RD,21-Nov-15,2
16 CROSS,UXBRIDGE,,24-Nov-15,2
64 BEAVER PARK,FRAMINGHAM,TARALLI TER,17-Dec-15,2
NORTHROP,HOPEDALE,,19-Dec-15,2
3 WILLIAMS,GRAFTON,HAWTHORNE RD,17-Jun-15,1
36 MAIN,MAYNARD,,17-Jun-15,2
175 FRANKLIN,FRAMINGHAM,BEECH ST,15-Jul-15,1
23 MANSFIELD,FRAMINGHAM,GRANT ST,17-Nov-15,2
MOUNT AUBURN,CAMBRIDGE,@ HOLYOKE ST,18-Jun-15,1
127 BUSSEY,DEDHAM,,18-Jun-15,1
20 MILL,HOLLISTON,,18-Jun-15,1
10 LAKE,NATICK,,18-Jun-15,1
1530 OLD PLAINVILLE,NEW BEDFORD,,18-Jun-15,2
128-130 IRVINGTON,NEW BEDFORD,,18-Jun-15,2
1092 HIGHLAND,NEEDHAM,CARY RD,25-Sep-15,2
27 STANDISH,WORCESTER,COHASSET ST,2-Oct-15,2
885 MASSACHUSETTS,CAMBRIDGE,ARNOLD CIR,10-Nov-15,2
HAPGOOD,HUDSON,@ 54 LINCOLN ST,24-Nov-15,2
1102 HIGHLAND,NEEDHAM,CARY RD,27-Nov-15,2
HOSMER,MARLBORO,@ MILES STANDISH DR,21-Nov-15,2
719 HOSMER,MARLBORO,CAUSEWAY ST,25-Nov-15,2
12 GLENDALE,WORCESTER,JUNE ST,1-Oct-15,2
16 WOODLAND,MILLBURY,LESLIE LN,5-Oct-15,2
24 SLOCUM,ACUSHNET,,22-Jun-15,1
147-149 IRVING,FRAMINGHAM,,22-Jun-15,1
6 COUNTRY,KINGSTON,WOODLAND AVE,22-Jun-15,1
12 APPLETON,HUDSON,,21-Jul-15,2
98 CLEVELAND,DEDHAM,LEONARD ST,31-Oct-15,2
893 LUCY,NEW BEDFORD,BARTLET ST,23-Jun-15,1
67 HOPE,ACUSHNET,,24-Jun-15,2
RESERVOIR,CAMBRIDGE,@ HIGHLAND ST,24-Jun-15,1
16-18 GILBERT,FRAMINGHAM,WINTHROP ST,24-Jun-15,1
MILL,GRAFTON,@ PARK CT,24-Jun-15,1
40 CEDAR,SOMERVILLE,SARTWELL AVE,24-Jun-15,1
26 WARD,WORCESTER,,24-Jun-15,1
52 JIONZO,MILFORD,PAULA RD,5-Dec-15,2
391 HUTTLESTON,FAIRHAVEN,,25-Jun-15,1
36 THOMPSON,NEW BEDFORD,,25-Jun-15,2
95 COUNTY,FREETOWN,,26-Jun-15,1
108 LINCOLN,HUDSON,,26-Jun-15,1
23 BRUCE,GRAFTON,PROVIDENCE RD,29-Jun-15,2
1457 HYDE PARK,HYDE PARK,,27-Jun-15,1
302 PLANTATION,WORCESTER,,29-Jun-15,2
10.5 APPIAN,CAMBRIDGE,GARDEN ST,29-Jun-15,1
44 BRIDGES,FRAMINGHAM,,29-Jun-15,1
90 LINCOLN,FRAMINGHAM,,29-Jun-15,1
1147 HYDE PARK,HYDE PARK,,29-Jun-15,2
155 BROOKLAWN,NEW BEDFORD,,29-Jun-15,2
WHITIN,NORTHBRIDGE,,24-Aug-15,2
480 CHURCH,NORTHBRIDGE,,31-Aug-15,2
7 STONEY POINT,KINGSTON,NOTTINGHAM DR,30-Jun-15,1
RUSSELL,WORCESTER,@ PARK AVE,30-Jun-15,1
6 JUDSON,WORCESTER,GROVE ST,15-Oct-15,2
95 WINTHROP,FRAMINGHAM,MELLEN ST,14-Nov-15,2
945 MEMORIAL,CAMBRIDGE,COWPERTHWAITE,1-Jul-15,1
10 PLEASANT,HOPKINTON,,1-Jul-15,1
16 SECOND,WORCESTER,,27-Jul-15,2
11 NAZNEEN,HOPKINTON,,31-Jul-15,2
3 FARMINGTON,MARLBORO,FARM RD,9-Oct-15,2
621 SUNDERLAND,WORCESTER,IDEAL RD,19-Oct-15,2
4 SAINT LO,FRAMINGHAM,,14-Nov-15,2
LOT #4 OLD CART,HOLLISTON,,2-Jul-15,1
54 WILLARD,GRAFTON,,8-Jul-15,2
50 WILLARD,GRAFTON,,4-Aug-15,2
166 NORTH MAIN,MILLBURY,DEWEY AVE,17-Sep-15,2
CAMBRIDGE,WORCESTER,@ SOUTHBRIDGE ST,25-Nov-15,2
ELM,SOMERVILLE,@ LINDEN AVE,4-Dec-15,
134 PECKHAM,ACUSHNET,,3-Jul-15,1
5 WOODVIEW,HOPKINTON,,3-Jul-15,1
WRENTHAM,WORCESTER,@ PLEASANT ST,4-Jul-15,1
4 HOOPER,WORCESTER,BELMONT ST,4-Jul-15,1
20 OSCEOLA,HYDE PARK,,22-Jul-15,2
258 THIRD,CAMBRIDGE,BROADWAY,15-Oct-15,2
10 BANCROFT TOWER,WORCESTER,FARNUM ST,7-Dec-15,2
25 D,NORTHBRIDGE,,5-Jul-15,1
5 NORTH PLEASANT,DARTMOUTH,,6-Jul-15,1
OLD CART,HOLLISTON,,6-Jul-15,1
17 JODIE,FRAMINGHAM,PAVIA PL,8-Jul-15,2
2 BRAEBURN,HYDE PARK,MYOPIA RD,8-Jul-15,2
2 COACHHOUSE,GRAFTON,,6-Aug-15,2
351-353 HOLLIS,FRAMINGHAM,,12-Dec-15,2
91 GRANT,DEDHAM,,7-Jul-15,1
3 SUSAN,HOPKINTON,,7-Jul-15,2
18 SALVIA,MILFORD,,7-Jul-15,1
9 KELSEY,NATICK,,7-Jul-15,1
15 MOYNAN,NEW BEDFORD,,7-Jul-15,2
13 WORCESTER,GRAFTON,,4-Aug-15,2
STILLMAN,DARTMOUTH,@ CHESTNUT ST,24-Aug-15,2
83 COOLIDGE,WORCESTER,COPLEY RD,28-Aug-15,2
178 HUNNEWELL,NEEDHAM,CENTRAL AVE,17-Sep-15,2
SECOND,FRAMINGHAM,@ TARALLI TER,5-Oct-15,2
136 COOLIDGE,WORCESTER,LONGFELLOW RD,19-Oct-15,2
25 SAINT LO,FRAMINGHAM,GUADALCANAL RD,7-Nov-15,2
46 BOUDREAU,MARLBORO,SPRING ST,14-Nov-15,2
49-51 CONGRESS,MILFORD,,12-Dec-15,2
20 HOLIDAY,FAIRHAVEN,,8-Jul-15,1
178 PALMER,NEW BEDFORD,,8-Jul-15,2
35 LONGFELLOW,WORCESTER,COPLEY RD,8-Jul-15,1
40 LONGFELLOW,WORCESTER,COPLEY RD,17-Aug-15,2
54 WINTER,KINGSTON,,24-Aug-15,2
77 ARAN,WESTWOOD,@ GLANDORE RD,21-Sep-15,2
90 COMMODORE,WORCESTER,LONGFELLOW RD,28-Sep-15,2
72 GARDNER,WORCESTER,TAINTER ST,19-Oct-15,2
6 WINDSONG,HOPKINTON,,9-Jul-15,1
2 CABOT,HUDSON,,9-Jul-15,1
183 ROCKLAND,NEW BEDFORD,HEMLOCK ST,9-Jul-15,2
27 CLEVELAND,NEW BEDFORD,,9-Jul-15,2
8 SANDRA,WORCESTER,,9-Jul-15,2
83 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
88 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
90 PAUL,DEDHAM,TURNER ST,10-Jul-15,2
35 SOUTH,GRAFTON,,13-Jul-15,2
70 LONGFELLOW,WORCESTER,COMMODORE RD,18-Aug-15,2
108 LONGFELLOW,WORCESTER,COMMODORE RD,27-Aug-15,2
HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
16 HAVILAND,WORCESTER,HIGHLAND ST,7-Oct-15,2
20 HARVARD,SOMERVILLE,CLEVELAND ST,17-Nov-15,2
366 ALDEN,FAIRHAVEN,,10-Jul-15,1
UNION,FRAMINGHAM,@ NEWTON PL,10-Jul-15,1
53 BLAINE,HUDSON,,10-Jul-15,1
69 OLD ORCHARD,SHERBORN,,10-Jul-15,1
30 PROSPECT,SOMERVILLE,WASHINGTON ST,10-Jul-15,2
STORES,WORCESTER,NORTON DR,10-Jul-15,1
32 GORDON,GRAFTON,COVENTRY RD,30-Oct-15,2
95 COUNTY,FREETOWN,,13-Jul-15,2
38 CLIFFORD,HYDE PARK,PARKSON ST,13-Jul-15,1
16 CAROL,DEDHAM,GREENLODGE ST,30-Jul-15,2
39 FELCH,NATICK,,13-Jul-15,1
22 BAY,NEW BEDFORD,,13-Jul-15,1
184 LOCKLAND,FRAMINGHAM,,5-Aug-15,2
200 LOCKLAND,FRAMINGHAM,,20-Oct-15,2
182 LOCKLAND,FRAMINGHAM,,20-Oct-15,2
53 EVELINA,MARLBORO,SCHOFIELD ST,5-Nov-15,2
RUSSELL,MARLBORO,@ PLEASANT ST,14-Nov-15,2
11 HADWEN,WORCESTER,HERBERT RD,21-Nov-15,2
1052 PLEASANT,WORCESTER,BEACONSFIELD RD,1-Dec-15,2
87 CHERYL,HOLLISTON,CEDAR ST,5-Dec-15,2
934 METROPOLITAN,HYDE PARK,NORRIS RD,18-Aug-15,2
920 METROPOLITAN,HYDE PARK,BEACON ST,2-Nov-15,2
25 CLAUDETTE,FRAMINGHAM,,15-Jul-15,1
39 PRATT,FRAMINGHAM,,15-Jul-15,1
31 OLD BOLTON,HUDSON,,15-Jul-15,1
7-7A OLIVER,MILFORD,,15-Jul-15,1
21 SUBURBAN,WORCESTER,HIGHLAND TER,21-Jul-15,2
NEWTON,WORCESTER,@ 238-340 HIGHLAND ST,14-Dec-15,2
830 PLEASANT,WORCESTER,BEECHING ST,26-Oct-15,2
796 PLEASANT,WORCESTER,INTERVALE RD,31-Oct-15,2
46 BOUDREAU,MARLBORO,SPRING ST,14-Nov-15,2
109 LINDEN,NEEDHAM,BLAKE ST,14-Nov-15,2
140 WEST,MILFORD,HIGHLAND ST,18-Dec-15,2
619 HOLLIS,FRAMINGHAM,WILLIS AVE,17-Jul-15,1
68 CHANDLER,MARLBORO,BOLTON ST,20-Nov-15,2
11 UNION,CAMBRIDGE,,20-Jul-15,1
54 WILSON,DEDHAM,WASHINGTON ST,20-Jul-15,2
59 OAK,GRAFTON,,20-Jul-15,2
75 RIVET,NEW BEDFORD,@ S. SECOND ST,21-Jul-15,1
VEGA,MARLBORO,@ BUTLER CIR,30-Jul-15,2
HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
HOLDEN,SHREWSBURY,BOW ST,7-Oct-15,2
85 BRISTOL,CAMBRIDGE,HAMPSHIRE ST,10-Dec-15,2
SOUTH FIRST,NEW BEDFORD,@ 145 COVE ST,21-Jul-15,1
15 BERKSHIRE,WORCESTER,HIGHLAND ST,21-Jul-15,1
10 STORES,WORCESTER,SHORE DR,21-Jul-15,1
15-17 BITTERSWEET,WORCESTER,,21-Jul-15,1
44 BRIGHAM HILL,GRAFTON,,28-Jul-15,2
282 SUMMER,SOMERVILLE,,3-Oct-15,2
PROSPECT,CAMBRIDGE,@ 168 HAMPSHIRE ST,31-Oct-15,2
115 WEST,MILFORD,MEMORY LN,5-Dec-15,2
7 PLEASANT,NATICK,,22-Jul-15,1
807 SOUTH FIRST,NEW BEDFORD,COVE ST,22-Jul-15,1
183 WEST,WORCESTER,INSTITUTE RD,22-Jul-15,1
2A GILMAN,WORCESTER,,22-Jul-15,1
STATE,WESTBOROUGH,@ HOLMES ST,23-Jul-15,2
41 TARKILN HILL,NEW BEDFORD,BELLEVILLE AVE,6-Aug-15,2
23 TARKILN HILL,NEW BEDFORD,BELLEVILLE AVE,10-Aug-15,2
SOUTH FIRST,NEW BEDFORD,@ 32 DIVISION ST,21-Aug-15,2
38 PUTNAM,SOMERVILLE,HIGHLAND AVE,7-Dec-15,2
535-537 MASSASOIT,WORCESTER,,23-Jul-15,1
12 HUBBARD PARK,CAMBRIDGE,SPARKS ST,10-Aug-15,2
ORCHARD,NEW BEDFORD,,19-Aug-15,2
211 EUGENIA,NEW BEDFORD,,11-Sep-15,2
200 NORFOLK,HOLLISTON,FRANKLIN ST,5-Dec-15,2
225 WASHINGTON,WESTWOOD,@ DEAN STREET,7-Dec-15,2
137 BOSTON,SUTTON,,24-Jul-15,1
60 MARION,MATTAPOISETT,,5-Aug-15,2
103 SEVENTH,CAMBRIDGE,,9-Nov-15,2
44 POTTER,CAMBRIDGE,,13-Nov-15,2
252 WALDEN,CAMBRIDGE,,14-Nov-15,2
196 BROADWAY,CAMBRIDGE,,24-Nov-15,2
SIXTH,CAMBRIDGE,,14-Dec-15,2
225 BINNEY,CAMBRIDGE,,17-Dec-15,2
1370 GREAT PLAIN,NEEDHAM,ABBOTT ST,27-Jul-15,1
42376 SIMEON HOWARD,WESTBOROUGH,,27-Jul-15,2
STORES,WORCESTER,@ SHORE DR,27-Jul-15,1
33 MAIN,FRAMINGHAM,,28-Jul-15,1
14-20 JUNIPER,GRAFTON,,4-Aug-15,2
42412 JUNIPER,GRAFTON,,4-Aug-15,2
CONCORD,CAMBRIDGE,,17-Sep-15,2
22 BOOTH,WESTWOOD,,21-Sep-15,2
21 KIRKLAND,CAMBRIDGE,,3-Oct-15,2
49 BRADLEE,HYDE PARK,BRADLEE PK,17-Oct-15,2
KIRKLAND,CAMBRIDGE,,31-Oct-15,2
MASSACHUSETTS,CAMBRIDGE,,17-Nov-15,2
48 QUINCY,CAMBRIDGE,,8-Dec-15,2
865 WAVERLY,FRAMINGHAM,PALMETTO AVE,8-Dec-15,2
35 ORCHARD,CAMBRIDGE,,28-Jul-15,1
141 HEMLOCK,NEW BEDFORD,SWIFT ST,28-Jul-15,2
28 CLAFLIN,MILFORD,,29-Jul-15,1
MILLHAM,MARLBORO,@ DUDLEY ST,3-Aug-15,2
29 MAGEE,HYDE PARK,,5-Oct-15,2
119 RUSKINDALE,HYDE PARK,BLAKE ST,16-Oct-15,2
69 LODGEHILL,HYDE PARK,,20-Nov-15,2
784 TRUMAN,HYDE PARK,,23-Nov-15,2
RIDGE,HOLLISTON,,5-Dec-15,3
EAST,DEDHAM,,7-Dec-15,2
BOWDOIN,CAMBRIDGE,@ HUDSON ST,29-Jul-15,2
17 BLOSSOM,FAIRHAVEN,HILL ST,30-Jul-15,2
18 FRUIT,MILFORD,,31-Jul-15,2
122-126 RIVER,DEDHAM,,5-Aug-15,2
8 BARNESDALE,NATICK,,9-Aug-15,2
36 ACUSHNET,NEW BEDFORD,BLACKMERE ST,20-Aug-15,2
23 WESTERN,NATICK,,21-Aug-15,2
90 AMORY,CAMBRIDGE,HAMPSHIRE ST,24-Sep-15,2
15 HEATHER,NORTHBRIDGE,,26-Oct-15,2
203 HIGHLAND,DEDHAM,,25-Nov-15,2
MAIN,HUDSON,,3-Dec-15,2
47 HOWARD,CAMBRIDGE,CALLENDAR ST,12-Dec-15,2
MAIN,MILFORD,,12-Dec-15,3
36 SYLVESTER,NATICK,,14-Dec-15,2
731 CONCORD,FRAMINGHAM,,18-Dec-15,2
75 MOSHER,NEW BEDFORD,COUNTY ST,30-Jul-15,2
61 KATHARINE,NEW BEDFORD,CRAPO ST,30-Jul-15,1
19 FLORENCE,NATICK,HARVARD ST,4-Nov-15,2
122 MOUNT AUBURN,CAMBRIDGE,UNIVERSITY RD,21-Nov-15,2
400 MOUNT AUBURN,CAMBRIDGE,,21-Nov-15,2
MASSACHUSETTS,CAMBRIDGE,,2-Dec-15,2
BRATTLE,CAMBRIDGE,,4-Dec-15,2
BROADWAY,CAMBRIDGE,,5-Dec-15,2
83 MOUNT AUBURN,CAMBRIDGE,,18-Dec-15,2
279 HOLLIS,FRAMINGHAM,,19-Dec-15,2
565 PLEASANT,FRAMINGHAM,,21-Dec-15,2
195 CONCORD,CAMBRIDGE,,31-Jul-15,1
BROWNELL,NEW BEDFORD,KEMPTON ST,31-Jul-15,2
46 DELANO,NEW BEDFORD,S. SECOND ST,31-Jul-15,1
86 MAIN,GRAFTON,,4-Aug-15,3
351 PLANTATION,WORCESTER,WARDEN ST,4-Aug-15,2
42404 HOME,NATICK,W. CENTRAL ST,28-Oct-15,2
456 BROADWAY,CAMBRIDGE,,5-Dec-15,2
1550 CAMBRIDGE,CAMBRIDGE,,10-Dec-15,2
708 GRAFTON,WORCESTER,CORRINE ST,2-Aug-15,1
45 ROOSEVELT,NEW BEDFORD,RUTH ST,5-Aug-15,1
32 LONG,WESTBOROUGH,,3-Aug-15,2
442 BROADWAY,CAMBRIDGE,TROWBRIDGE ST,12-Aug-15,2
643 LINCOLN,WORCESTER,BOYLSTON ST,11-Sep-15,2
2B KNOX,WORCESTER,CLOVER ST,12-Sep-15,2
765 MASSACHUSETTS,CAMBRIDGE,,22-Sep-15,2
MILTON,DEDHAM,,22-Sep-15,2
577 LAKE,SHREWSBURY,ARROWWOOD DR,6-Oct-15,2
LINCOLN,WORCESTER,@ AMESBURY ST,22-Oct-15,2
MASSACHUSETTS,CAMBRIDGE,,20-Nov-15,2
60 RIVERSIDE,DEDHAM,,5-Dec-15,2
23-25 BRISTOL,CAMBRIDGE,,14-Dec-15,2
744 MASSACHUSETTS,CAMBRIDGE,PLEASANT ST,7-Aug-15,2
1182 GRAFTON,WORCESTER,MONTEFORTE ST,18-Sep-15,2
125-133 RUSTCRAFT,DEDHAM,,23-Sep-15,2
40 EATON,HUDSON,,21-Nov-15,2
MASSACHUSETTS,CAMBRIDGE,@ LEE ST,4-Dec-15,2
878 MASSACHUSETTS,CAMBRIDGE,LEE ST,8-Dec-15,2
931 MASSACHUSETTS,CAMBRIDGE,HANCOCK ST,16-Dec-15,
6 SHERMAN,MAYNARD,,5-Aug-15,2
33 SWIFT,NEW BEDFORD,,5-Aug-15,2
45 ROOSEVELT,NEW BEDFORD,,5-Aug-15,2
32 FALMOUTH,WORCESTER,,5-Aug-15,1
17 JODIE,FRAMINGHAM,PAVIA PL,7-Aug-15,2
10 GARFIELD,MAYNARD,ARTHUR ST,14-Aug-15,2
77 LYMAN,WORCESTER,,19-Aug-15,2
453 MILL,WORCESTER,JUNE ST,20-Oct-15,2
280 IRVING,FRAMINGHAM,,6-Aug-15,1
328 HAWTHORN,NEW BEDFORD,REED ST,7-Aug-15,2
6 MAYWOOD,NEW BEDFORD,IRVINGTON ST,25-Aug-15,2
23 POMONA,WORCESTER,COPPERFIELD RD,19-Sep-15,2
340 UNION,FRAMINGHAM,ARCH ST,7-Aug-15,1
26 HILTON,FRAMINGHAM,SAUCIER ST,7-Aug-15,1
10 HIGH,MARLBORO,BOLTON ST,7-Aug-15,1
HAWTHORN,NEW BEDFORD,REED ST,7-Aug-15,2
374 ROCKDALE,NEW BEDFORD,,7-Aug-15,1
160 HARVARD,CAMBRIDGE,WINDSOR ST,3-Nov-15,2
EAST,DEDHAM,BROOKDALE AVE,4-Dec-15,2
20 NAY,DEDHAM,,10-Aug-15,2
495 WINTER,FRAMINGHAM,,10-Aug-15,1
41 ELM,SHREWSBURY,,10-Aug-15,1
271 CORDAVILLE,SOUTHBORO,RIVER ST,10-Aug-15,2
20 PRUDENTIAL,WORCESTER,BERGSTROM RD,13-Aug-15,2
FARM,MARLBORO,@ PHEASANT HILL RD,13-Sep-15,2
