LEAK_NO,REPORTED_HOUSE_NUMBER REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE,,,
,2014,1548828,37,HIGHFIELD DR,DEPOT AVE,FAL,1,37,HIGHFIELD DR,DEPOT AV,FAL,2/28/2014,1,2/28/2014 CORROSION,
,2014,1548833,36,SYMMES ST,WALTER ST,ROS,1,36,SYMMES ST,WALTER ST,ROS,2/27/2014,3,3/18/2014 MATL OR WELD FAILURE,
,2014,1548833,36,SYMMES ST,WALTER ST,ROS,2,36,SYMMES ST,WALTER ST,ROS,2/27/2014,3,3/18/2014 OTHER,
,2014,1548842,42,ROCK HILL ST,HASTINGS LN,MED,1,42,ROCK HILL ST,HASTINGS LN,MED,2/28/2014,1,2/28/2014 CORROSION,
,2014,1548919,122,FERRY RD,ISLAND WAY,SLB,1,122,FERRY RD,ISLAND WY,SLB,2/24/2014,2,12/27/2014 CORROSION,
,2014,1548928,246,COCHITUATE RD,HAPPY HOLLOW RD,WAY,1,246,COCHITUATE RD,HAPPY HOLLOW RD,WAY,1/14/2009,3,7/25/2014 CORROSION,
,2014,1548933,111,WASHINGTON ST,BOXFORD RD,TOP,1,111,WASHINGTON ST,BOXFORD RD,TOP,2/25/2014,2,8/20/2014 MATL OR WELD FAILURE,
,2014,1548933,111,WASHINGTON ST,BOXFORD RD,TOP,2,111,WASHINGTON ST,BOXFORD RD,TOP,2/25/2014,2,8/21/2014 MATL OR WELD FAILURE,
,2014,1548933,111,WASHINGTON ST,BOXFORD RD,TOP,3,111,WASHINGTON ST,BOXFORD RD,TOP,2/25/2014,2,8/21/2014 MATL OR WELD FAILURE,
,2014,1548974,5,JEFFERSON AVE,MARGIN ST,SAL,1,5,JEFFERSON AV,MARGIN ST,SAL,2/28/2014,1,2/28/2014 OTHER,
,2014,1549076,8,EDGEHILL RD,APPLE HILL RD,PEA,1,8,EDGEHILL RD,APPLE HILL RD,PEA,2/28/2014,1,3/11/2014 CORROSION,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 23 of 93,2014,1549187,24,WASHINGTON ST,LOVETT ST,BEV,1,24,WASHINGTON ST,LOVETT ST,BEV,2/28/2014,1,3/1/2014 EXCAVATION,
,2014,1549187,24,WASHINGTON ST,LOVETT ST,BEV,2,24,WASHINGTON ST,LOVETT ST,BEV,2/28/2014,1,3/1/2014 EXCAVATION,
,2014,1549196,985,CENTRE ST,LOUDERS LN,JPL,1,985,CENTRE ST,LOUDERS LN,JPL,2/28/2014,1,3/4/2014 OTHER,
,2014,1549245,55,ECHO ST,CHERRY ST,MAL,1,55,ECHO ST,CHERRY ST,MAL,2/28/2014,1,2/28/2014 NATURAL FORCE,
,2014,1549262,13,BEACON ST,GINGERBREAD LN,MAR,1,13,BEACON ST,GINGERBREAD LN,MAR,2/24/2014,2,3/19/2014 EQUIPMENT,
,2014,1549271,320,ATLANTIC AVE,LAWRENCE DR,MAR,1,320,ATLANTIC AV,LAWRENCE DR,MAR,2/24/2014,2,7/12/2014 MATL OR WELD FAILURE,
,2014,1549288,23,SYMONDS ST,BUFFUM ST,SAL,1,23,SYMONDS ST,BUFFUM ST,SAL,2/28/2014,1,2/28/2014 CORROSION,
,2014,1549288,23,SYMONDS ST,BUFFUM ST,SAL,2,23,SYMONDS ST,BUFFUM ST,SAL,2/28/2014,1,2/28/2014 NATURAL FORCE,
,2014,1549301,215,PARADISE RD,SWAMPSCOTT AVE,SWA,1,215,PARADISE RD,SWAMPSCOTT AV,SWA,2/25/2014,2,12/12/2014 OTHER,
,2014,1549323,69,HAWTHORNE ST,ALLEN AVE,LNN,1,69,HAWTHORNE ST,ALLEN AV,LNN,2/27/2014,2,5/21/2014 OTHER,
,2014,1549333,282,BOSTON ST,CONGRESS ST,LNN,1,282,BOSTON ST,CONGRESS ST,LNN,2/27/2014,2,5/21/2014 OTHER,
,2014,1549333,282,BOSTON ST,CONGRESS ST,LNN,2,282,BOSTON ST,CONGRESS ST,LNN,2/27/2014,2,5/21/2014 OTHER,
,2014,1549342,148,WARREN ST,WARREN TER,NEW,1,148,WARREN ST,WARREN TER,NEW,2/28/2014,1,2/28/2014 NATURAL FORCE,
,2014,1549343,25,ONTARIO ST,TAPLEY ST,LNN,1,25,ONTARIO ST,TAPLEY ST,LNN,2/26/2014,2,5/28/2014 CORROSION,
,2014,1549352,6,RICHARDSON RD,HOG HILL RD,PEA,1,6,RICHARDSON RD,HOG HILL RD,PEA,2/26/2014,2,6/5/2014 CORROSION,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,1,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,2,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,3,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,4,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,5,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,6,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549438,99,WESTERN AVE,CENTENNIAL AVE,GLO,7,99,WESTERN AV,CENTENNIAL AV,GLO,2/28/2014,1,3/1/2014 OTHER,
,2014,1549760,,FLORENCE AVE,TYLER PIKE,LOW,1,,FLORENCE AV,TYLER PKE,LOW,2/28/2014,1,3/1/2014 CORROSION,
,2014,1549805,1,VANDERBELT RD,RIVER ST,ACT,1,1,VANDERBELT RD,RIVER ST,ACT,3/1/2014,1,3/13/2014 EQUIPMENT,
,2014,1550274,15,BROOKLINE ST,MYRTLE AVE,WEB,1,15,BROOKLINE ST,MYRTLE AV,WEB,3/1/2014,1,3/1/2014 CORROSION,
,2014,1550535,481,FELLSWAY W,SAINT CLARE RD,MED,1,481,FELLSWAY W,SAINT CLARE RD,MED,3/1/2014,1,3/2/2014 NATURAL FORCE,
,2014,1550665,207,CAMBRIDGE ST,MORAN AVE,BUR,1,207,CAMBRIDGE ST,MORAN AV,BUR,3/1/2014,1,3/1/2014 CORROSION,
,2014,1550826,132,WASHINGTON ST,FORREST RD,TOP,1,132,WASHINGTON ST,FORREST RD,TOP,3/1/2014,1,3/4/2014 EQUIPMENT,
,2014,1550895,258,MAIN ST,MORTON ST,LEO,1,258,MAIN ST,MORTON ST,LEO,3/1/2014,1,3/5/2014 OTHER,
,2014,1550895,258,MAIN ST,MORTON ST,LEO,2,258,MAIN ST,MORTON ST,LEO,3/1/2014,1,3/5/2014 OTHER,
,2014,1551020,4,PHILIPS RD,FELLSWAY E,STO,1,4,PHILIPS RD,FELLSWAY E,STO,3/1/2014,1,3/2/2014 NATURAL FORCE,
,2014,1551802,224,FEDERAL AVE,LURTON ST,QUI,1,224,FEDERAL AV,LURTON ST,QUI,3/2/2014,1,3/18/2014 CORROSION,
,2014,1551895,36,CAROLINA AVE,SOUTH ST,JPL,1,36,CAROLINA AV,SOUTH ST,JPL,3/2/2014,1,3/2/2014 NATURAL FORCE,
,2014,1551932,207,CAMBRIDGE ST,MORAN AVE,BUR,1,207,CAMBRIDGE ST,MORAN AV,BUR,3/2/2014,1,3/2/2014 CORROSION,
,2014,1552141,241,RIVERSIDE AVE,ABBOTT ST,MED,1,241,RIVERSIDE AV,ABBOTT ST,MED,3/2/2014,1,3/2/2014 OTHER,
,2014,1552170,1,LUTHER RD,LINCOLN RD,MED,1,1,LUTHER RD,LINCOLN RD,MED,3/2/2014,1,3/2/2014 NATURAL FORCE,
,2014,1552376,12,NAHANT AVE,ADAMS ST,DOR,1,12,NAHANT AV,ADAMS ST,DOR,3/2/2014,1,3/3/2014 NATURAL FORCE,
,2014,1552537,22,SHAWMUT AVE,SHAWMUT ST,WEY,1,22,SHAWMUT AV,SHAWMUT ST,WEY,3/2/2014,1,3/3/2014 EQUIPMENT,
,2014,1552982,20,WALL ST,CAMBRIDGE ST,BUR,1,20,WALL ST,CAMBRIDGE ST,BUR,3/3/2014,1,3/3/2014 EQUIPMENT,
,2014,1553107,137,LAKE SHORE RD,LAKE SHORE TER,BRI,1,137,LAKE SHORE RD,LAKE SHORE TER,BRI,2/5/2014,2,4/24/2014 EQUIPMENT,
,2014,1553108,247,RIVERSIDE AVE,MAVERICK ST,MED,1,247,RIVERSIDE AV,MAVERICK ST,MED,3/3/2014,1,3/4/2014 OTHER,
,2014,1553118,256,NORTH AVE,VILES ST,WES,1,256,N AVE,VILES ST,WES,3/3/2014,1,3/3/2014 CORROSION,
,2014,1553164,35,WOLCOTT ST,SALEM ST,MAL,1,35,WOLCOTT ST,SALEM ST,MAL,2/21/2014,2,5/1/2014 OTHER,
,2014,1553164,35,WOLCOTT ST,SALEM ST,MAL,2,35,WOLCOTT ST,SALEM ST,MAL,2/21/2014,2,5/1/2014 CORROSION,
,2014,1553177,276,MAIN ST,MORTON ST,LEO,1,276,MAIN ST,MORTON ST,LEO,3/3/2014,2,3/6/2014 NATURAL FORCE,
,2014,1553178,52,CLEVELAND AVE,WARREN ST,EVE,1,52,CLEVELAND AV,WARREN ST,EVE,2/28/2014 2A,,3/12/2014 CORROSION,
,2014,1553187,54,YORK TER,ROAD OFF FERDINAND ST,MEL,1,54,YORK TER,ROAD OFF FERDINAND ST,MEL,3/2/2014,2,6/9/2014 EQUIPMENT,
,2014,1553249,45,GERARD ST,ISLAND ST,ROX,1,45,GERARD ST,ISLAND ST,ROX,3/3/2014,1,3/3/2014 OTHER,
,2014,1553258,333,MARKET ST,SPARHAWK ST,BRI,1,333,MARKET ST,SPARHAWK ST,BRI,3/3/2014,1,3/3/2014 NATURAL FORCE,
,2014,1553271,4083,MAIN ST,BONE HILL RD,BAR,1,4083,MAIN ST,BONE HILL RD,BAR,3/3/2014 2A,,3/3/2014 EXCAVATION,
,2014,1553276,183,MINOT ST,ROSS RD,DOR,1,183,MINOT ST,ROSS RD,DOR,3/3/2014,2,3/3/2014 OTHER,
,2014,1553309,428,E 8TH ST,G ST,SBO,1,428,E 8TH ST,G ST,SBO,3/3/2014,1,3/4/2014 OTHER,
,2014,1553362,299,EUSTIS ST,MAGAZINE ST,ROX,1,299,EUSTIS ST,MAGAZINE ST,ROX,3/3/2014,1,3/3/2014 CORROSION,
,2014,1553387,203,MOUNT VERNON ST,FOREST AVE,NEW,1,203,MOUNT VERNON ST,FOREST AV,NEW,3/3/2014,1,3/4/2014 EQUIPMENT,
,2014,1553387,203,MOUNT VERNON ST,FOREST AVE,NEW,2,203,MOUNT VERNON ST,FOREST AV,NEW,3/3/2014,1,3/10/2014 EQUIPMENT,
,2014,1553464,116,EPPING ST,BURTON ST,LOW,1,116,EPPING ST,BURTON ST,LOW,3/3/2014,1,3/3/2014 NATURAL FORCE,
,2014,1553589,15,MILTON ST,LAKE ST,BEL,1,15,MILTON ST,LAKE ST,BEL,3/3/2014,1,3/4/2014 NATURAL FORCE,
,2014,1553626,44,L ST,E 3RD ST,SBO,1,44,L ST,E 3RD ST,SBO,3/3/2014,1,3/6/2014 OTHER,
,2014,1553655,,BARNES RD,SUMMER ST,HIN,1,,BARNES RD,SUMMER ST,HIN,3/3/2014,1,3/10/2014 CORROSION,
,2014,1553664,641,MAIN ST,OLD HARBOR RD,CHM,1,641,MAIN ST,OLD HARBOR RD,CHM,3/3/2014,1,3/3/2014 EXCAVATION,
,2014,1553781,48,DONNYBROOK RD,HOBSON ST,BRI,1,48,DONNYBROOK RD,HOBSON ST,BRI,3/3/2014,1,3/6/2014 CORROSION,
,2014,1554302,10,DIX ST,DIX TER,WNC,1,10,DIX ST,DIX TER,WNC,2/21/2014,1,2/21/2014 NATURAL FORCE,
,2014,1554340,,VALLEY ST,WATER ST,SPE,1,,VALLEY ST,WATER ST,SPE,2/20/2014,2,3/4/2014 EQUIPMENT,
,2014,1554361,333,MARKET ST,SPARHAWK ST,BRI,1,333,MARKET ST,SPARHAWK ST,BRI,3/4/2014,1,3/5/2014 NATURAL FORCE,
,2014,1554398,639,PLEASANT ST,CHESTERFIELD RD,MIL,1,639,PLEASANT ST,CHESTERFIELD RD,MIL,3/3/2014,2,4/16/2014 OTHER,
,2014,1554398,639,PLEASANT ST,CHESTERFIELD RD,MIL,2,639,PLEASANT ST,CHESTERFIELD RD,MIL,3/3/2014,2,4/16/2014 MATL OR WELD FAILURE,
,2014,1554407,483,SOUTHAMPTON ST,ELLERY ST,SBO,1,483,SOUTHAMPTON ST,ELLERY ST,SBO,3/4/2014,1,3/18/2014 OTHER,
,2014,1554476,110,LONG POND DR,FOREST RD,SYA,1,110,LONG POND DR,FOREST RD,SYA,3/4/2014,1,3/4/2014 CORROSION,
,2014,1554505,4,WINTHROP STCT,WINTHROP ST,LNN,1,4,WINTHROP STCT,WINTHROP ST,LNN,3/4/2014,1,3/5/2014 NATURAL FORCE,
,2014,1554514,238,THACHER ST,CENTRAL AVE,MIL,1,238,THACHER ST,CENTRAL AV,MIL,2/28/2014,2,4/7/2014 OTHER,
,2014,1554531,18,CROWELL ST,NORFOLK ST,DOR,1,18,CROWELL ST,NORFOLK ST,DOR,2/27/2014,2,3/21/2014 OTHER,
,2014,1554531,18,CROWELL ST,NORFOLK ST,DOR,2,18,CROWELL ST,NORFOLK ST,DOR,2/27/2014,2,3/28/2014 CORROSION,
,2014,1554532,167,CHERRY ST,PLEASANT ST,NEW,1,167,CHERRY ST,PLEASANT ST,NEW,3/4/2014,1,3/5/2014 CORROSION,
,2014,1554589,33,BICKFORD ST,HORAN WAY,JPL,1,33,BICKFORD ST,HORAN WY,JPL,3/4/2014,1,3/4/2014 EXCAVATION,
,2014,1554694,40,W 3RD ST,A ST,SBO,1,40,W 3RD ST,A ST,SBO,3/4/2014,1,3/5/2014 OTHER,
,2014,1554694,40,W 3RD ST,A ST,SBO,2,40,W 3RD ST,A ST,SBO,3/4/2014,1,3/5/2014 OTHER,
,2014,1554694,40,W 3RD ST,A ST,SBO,3,40,W 3RD ST,A ST,SBO,3/4/2014,1,3/5/2014 OTHER,
,2014,1554707,372,UPHAM ST,WAVERLY AVE,MEL,1,372,UPHAM ST,WAVERLY AV,MEL,3/4/2014,1,3/4/2014 CORROSION,
,2014,1554717,1037,BEACON ST,HANCOCK AVE,NEW,1,1037,BEACON ST,HANCOCK AV,NEW,3/4/2014,1,3/10/2014 OTHER,
,2014,1554781,238,LEXINGTON ST,PHILIP DARCH RD,WAT,1,238,LEXINGTON ST,PHILIP DARCH RD,WAT,3/4/2014,1,3/4/2014 NATURAL FORCE,
,2014,1555019,18,CRESCENT ST,PROSPECT ST,WEL,1,18,CRESCENT ST,PROSPECT ST,WEL,3/4/2014,1,3/5/2014 NATURAL FORCE,
,2014,1555413,20,COLONY LN,N MAIN ST,LAN,1,20,COLONY LN,N MAIN ST,LAN,3/5/2014,1,3/6/2014 EQUIPMENT,
,2014,1555420,185,HIGHLAND AVE,ALLSTON ST,NEW,1,185,HIGHLAND AV,ALLSTON ST,NEW,3/5/2014,1,3/10/2014 OTHER,
,2014,1555430,82,GERARD ST,ALLERTON ST,ROX,1,82,GERARD ST,ALLERTON ST,ROX,3/5/2014,1,3/5/2014 OTHER,
,2014,1555430,82,GERARD ST,ALLERTON ST,ROX,2,82,GERARD ST,ALLERTON ST,ROX,3/5/2014,1,3/11/2014 OTHER,
,2014,1555458,33,LOVEJOY PL,BEVERLY ST,BOS,1,33,LOVEJOY PL,BEVERLY ST,BOS,3/5/2014,2,6/21/2014 EQUIPMENT,
,2014,1555477,574,BOSTON AVE,WARNER ST,MED,1,574,BOSTON AV,WARNER ST,MED,3/5/2014,1,3/5/2014 OTHER,
,2014,1555613,52,NIXON ST,REMINGTON ST,DOR,1,52,NIXON ST,REMINGTON ST,DOR,1/16/2014,2,3/20/2014 OTHER,
,2014,1555617,401,CENTRE ST,SHERIDAN ST,JPL,1,401,CENTRE ST,SHERIDAN ST,JPL,3/5/2014,1,3/7/2014 CORROSION,
,2014,1555617,401,CENTRE ST,SHERIDAN ST,JPL,2,401,CENTRE ST,SHERIDAN ST,JPL,3/5/2014,1,3/6/2014 CORROSION,
,2014,1555624,400,MARAVISTA AVE,FENTON ST,MRV,1,400,MARAVISTA AV,FENTON ST,MRV,3/5/2014,1,3/5/2014 CORROSION,
,2014,1555641,1437,TREMONT ST,PARKER ST,ROX,1,1437,TREMONT ST,PARKER ST,ROX,3/5/2014,1,3/6/2014 OTHER,
,2014,1555641,1437,TREMONT ST,PARKER ST,ROX,2,1437,TREMONT ST,,ROX,3/5/2014,1,3/6/2014 CORROSION,
,,,,,,,,,,,,,,,
Essex Gas Company,,,,,,,,,,,,,,,
d/b/a National Grid,,,,,,,,,,,,,,,
D.P.U. 15-SQ-07,,,,,,,,,,,,,,,
Section 5,,,,,,,,,,,,,,,
Attachment 2,,,,,,,,,,,,,,,
LEAK_REPAIR_YEAR,,LEAK_NO,REPORTED_HOUSE_NUMBER,REPORTED_STREET,REPORTED_CROSS_STREET,REPORTED_TOWN,REPAIR_NO,REPAIRED_HOUSE_NUMBER,REPAIRED_STREET,REPAIRED_CROSS_STREET,REPAIRED_TOWN,REPORTED_DATE,CLASS_CURRENT,REPAIRED_DATE,LEAK_CAUSE
Page 24 of 93,2014,1555645,202,W 1ST ST,C ST,SBO,1,202,W 1ST ST,,SBO,3/4/2014,2,3/11/2014 NATURAL FORCE,
,2014,1555801,51,OAKWOOD AVE,LAKEWOOD DR,SUD,1,51,OAKWOOD AV,LAKEWOOD DR,SUD,3/5/2014,1,3/5/2014 EQUIPMENT,
,2014,1555808,441,LAFAYETTE ST,RAYMOND RD,SAL,1,441,LAFAYETTE ST,RAYMOND RD,SAL,2/27/2014,2,4/18/2014 OTHER,
,2014,1555812,28,BOARDMAN ST,WASHINGTON SQ E,SAL,1,28,BOARDMAN ST,WASHINGTON SQ E,SAL,2/28/2014 2A,,5/15/2014 OTHER,
,2014,1555819,339,LAFAYETTE ST,WEST AVE,SAL,1,339,LAFAYETTE ST,W AVE,SAL,2/28/2014,2,5/7/2014 OTHER,
,2014,1555819,339,LAFAYETTE ST,WEST AVE,SAL,2,339,LAFAYETTE ST,W AVE,SAL,2/28/2014,2,5/7/2014 OTHER,
,2014,1555820,66,BROAD ST,PHELPS ST,SAL,1,66,BROAD ST,PHELPS ST,SAL,2/28/2014,2,4/9/2014 OTHER,
,2014,1555820,66,BROAD ST,PHELPS ST,SAL,2,66,BROAD ST,PHELPS ST,SAL,2/28/2014,2,4/9/2014 OTHER,
,2014,1555820,66,BROAD ST,PHELPS ST,SAL,3,66,BROAD ST,PHELPS ST,SAL,2/28/2014,2,4/9/2014 CORROSION,
,2014,1555830,,WASHINGTON ST,AMES DR,GLO,1,,WASHINGTON ST,AMES DR,GLO,3/3/2014,2,4/2/2014 CORROSION,
,2014,1555830,,WASHINGTON ST,AMES DR,GLO,2,,WASHINGTON ST,AMES DR,GLO,3/3/2014,2,4/2/2014 CORROSION,
,2014,1555848,183,SHEPARD ST,GAS WHARF RD,LNN,1,183,SHEPARD ST,GAS WHARF RD,LNN,3/3/2014,2,8/18/2014 OTHER,
,2014,1555848,183,SHEPARD ST,GAS WHARF RD,LNN,2,183,SHEPARD ST,GAS WHARF RD,LNN,3/3/2014,2,8/18/2014 OTHER,
,2014,1555849,19,HIGH ST,OXFORD ST,LNN,1,19,HIGH ST,OXFORD ST,LNN,3/3/2014,2,3/12/2014 OTHER,
,2014,1555849,19,HIGH ST,OXFORD ST,LNN,2,19,HIGH ST,OXFORD ST,LNN,3/3/2014,2,3/12/2014 OTHER,
,2014,1555853,73,BUFFUM ST,OXFORD ST,LNN,1,73,BUFFUM ST,OXFORD ST,LNN,3/3/2014,2,3/24/2014 OTHER,
,2014,1555853,73,BUFFUM ST,OXFORD ST,LNN,2,73,BUFFUM ST,OXFORD ST,LNN,3/3/2014,2,3/24/2014 OTHER,
,2014,1556019,4,FLORENCE AVE,WESTFORD ST,LOW,1,4,FLORENCE AV,WESTFORD ST,LOW,3/5/2014,1,3/10/2014 EQUIPMENT,
,2014,1556053,,BUMPS RIVER RD,CROSBY CIR,CEN,1,,BUMPS RIVER RD,CROSBY CIR,CEN,3/6/2014,1,3/6/2014 NATURAL FORCE,
,2014,1556375,47,KEMBLE ST,GERARD ST,ROX,1,47,KEMBLE ST,GERARD ST,ROX,3/6/2014,1,3/6/2014 OTHER,
,2014,1556375,47,KEMBLE ST,GERARD ST,ROX,2,47,KEMBLE ST,GERARD ST,ROX,3/6/2014,1,3/7/2014 OTHER,
,2014,1556388,71,WESTERN AVE,WALNUT PARK RD,ESS,1,71,WESTERN AV,WALNUT PARK RD,ESS,2/27/2014,2,3/7/2014 OTHER,
,2014,1556392,1134,BLUE HILL AVE,BAIRD ST,DOR,1,1134,BLUE HILL AV,BAIRD ST,DOR,3/6/2014,1,3/7/2014 NATURAL FORCE,
,2014,1556414,5,HOBART AVE,CRESCENT AVE,BEV,1,5,HOBART AV,CRESCENT AV,BEV,3/6/2014,1,3/7/2014 EXCAVATION,
,2014,1556462,10,WOLLASTON AVE,ELM AVE,QUI,1,10,WOLLASTON AV,ELM AV,QUI,3/6/2014,1,3/6/2014 CORROSION,
,2014,1556472,10,TROUT BROOK RD,SOUND VIEW RD,SHA,1,10,TROUT BROOK RD,SOUND VIEW RD,SHA,3/6/2014,1,3/6/2014 EQUIPMENT,
,2014,1556479,16,WINSLOW ST,VALLEY ST,EVE,1,16,WINSLOW ST,VALLEY ST,EVE,3/6/2014,1,3/6/2014 OTHER,
,2014,1556486,42,HOLLINGSWORTH RD,VALENTINE RD,MIL,1,42,HOLLINGSWORTH RD,VALENTINE RD,MIL,3/6/2014,1,3/7/2014 CORROSION,
,2014,1556520,30,MAIN ST,CLIPPER SHIP DR,MED,1,30,MAIN ST,CLIPPER SHIP DR,MED,3/6/2014,1,3/6/2014 OTHER,
,2014,1556545,54,W SIGOURNEY ST,WASHINGTON AVE,LNN,1,54,W SIGOURNEY ST,WASHINGTON AV,LNN,3/6/2014,1,3/6/2014 EQUIPMENT,
,2014,1556546,100,NEEDHAM ST,COLUMBIA AVE,NEW,1,100,NEEDHAM ST,COLUMBIA AV,NEW,3/6/2014,1,3/7/2014 OTHER,
,2014,1556679,37,WATERHILL ST,SPENCER ST,LNN,1,37,WATERHILL ST,SPENCER ST,LNN,3/6/2014,1,3/6/2014 OTHER,
,2014,1556692,7,EVERETT AVE,STOUGHTON ST,DOR,1,7,EVERETT AV,STOUGHTON ST,DOR,3/6/2014,1,3/8/2014 OTHER,
,2014,1556801,25,HARBOR VILLA AVE,QUINCY AVE,BRA,1,25,HARBOR VILLA AV,QUINCY AV,BRA,2/27/2014,1,3/7/2014 EQUIPMENT,
,2014,1556820,140,WESTFORD ST,LONG MEADOW RD,CFD,1,140,WESTFORD ST,LONG MEADOW RD,CFD,3/6/2014,1,3/7/2014 MATL OR WELD FAILURE,
,2014,1556932,1281,LAKEVIEW AVE,VICTORY LN,DRA,1,1281,LAKEVIEW AV,VICTORY LN,DRA,3/6/2014,1,3/13/2014 CORROSION,
,2014,1557062,91,STOUGHTON ST,WINDERMERE RD,DOR,1,91,STOUGHTON ST,WINDERMERE RD,DOR,3/7/2014,1,3/7/2014 OTHER,
,2014,1557062,91,STOUGHTON ST,WINDERMERE RD,DOR,2,91,STOUGHTON ST,WINDERMERE RD,DOR,3/7/2014,1,3/7/2014 OTHER,
,2014,1557062,91,STOUGHTON ST,WINDERMERE RD,DOR,3,91,STOUGHTON ST,WINDERMERE RD,DOR,3/7/2014,1,3/8/2014 OTHER,
,2014,1557062,91,STOUGHTON ST,WINDERMERE RD,DOR,4,91,STOUGHTON ST,WINDERMERE RD,DOR,3/7/2014,1,3/8/2014 OTHER,
,2014,1557285,12,OAKWOOD RD,WOODSIDE RD,NEW,1,12,OAKWOOD RD,WOODSIDE RD,NEW,3/7/2014,1,3/7/2014 NATURAL FORCE,
,2014,1557285,12,OAKWOOD RD,WOODSIDE RD,NEW,2,12,OAKWOOD RD,WOODSIDE RD,NEW,3/7/2014,1,3/7/2014 NATURAL FORCE,
,2014,1557322,226,PINE ST,HIGHLAND AVE,LOW,1,226,PINE ST,HIGHLAND AV,LOW,3/7/2014,1,3/8/2014 NATURAL FORCE,
,2014,1557322,226,PINE ST,HIGHLAND AVE,LOW,2,226,PINE ST,HIGHLAND AV,LOW,3/7/2014,1,3/9/2014 NATURAL FORCE,
,2014,1557406,40,PERTHSHIRE RD,BIGELOW ST,BRI,1,40,PERTHSHIRE RD,BIGELOW ST,BRI,3/7/2014,1,3/7/2014 CORROSION,
,2014,1557410,,CENTENNIAL AVE,MARDEN ST,SAU,1,,CENTENNIAL AV,MARDEN ST,SAU,3/7/2014,1,3/7/2014 CORROSION,
,2014,1557411,52,SOUTH ST,POND ST,STO,1,52,SOUTH ST,POND ST,STO,3/6/2014,2,3/27/2014 OTHER,
,2014,1557411,52,SOUTH ST,POND ST,STO,2,52,SOUTH ST,POND ST,STO,3/6/2014,2,3/27/2014 OTHER,
,2014,1557436,,WILDWOOD ST,CAMBRIDGE ST,WNC,1,,WILDWOOD ST,CAMBRIDGE ST,WNC,3/7/2014,1,3/10/2014 NATURAL FORCE,
,2014,1557459,5,WASHINGTON ST,CABOT ST,BEV,1,5,WASHINGTON ST,CABOT ST,BEV,3/7/2014 2A,,3/7/2014 CORROSION,
,2014,1557460,88,GRANT RD,ELLEN RD,LNN,1,88,GRANT RD,ELLEN RD,LNN,3/5/2014 2A,,3/20/2014 CORROSION,
,2014,1557467,24,SURFSIDE RD,BEACH RD,LNN,1,24,SURFSIDE RD,BEACH RD,LNN,3/5/2014,2,3/26/2014 OTHER,
,2014,1557474,16,WALNUT PIKE,OCALLAGHAN WAY,LNN,1,16,WALNUT PKE,OCALLAGHAN WY,LNN,3/6/2014,2,5/31/2014 OTHER,
,2014,1557478,155,SOUTHAMPTON ST,TOPEKA ST,ROX,1,155,SOUTHAMPTON ST,,ROX,3/7/2014,1,3/8/2014 OTHER,
,2014,1557488,52,MOFFETT RD,KESLAR AVE,LNN,1,52,MOFFETT RD,KESLAR AV,LNN,3/6/2014,2,4/4/2014 OTHER,
,2014,1557513,292,TRAPELO RD,PRIVATE WAY,BEL,1,292,TRAPELO RD,PRIVATE WY,BEL,3/7/2014,1,3/7/2014 CORROSION,
,2014,1557523,1,BELVIDERE HTS,N BELVIDERE ST,HAV,1,1,BELVIDERE HGTS,N BELVIDERE ST,HAV,3/7/2014,1,3/7/2014 EQUIPMENT,
